ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,1266.0,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,1469-493X,0.0,0.0,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,1266.0,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,PLoS One,J. Infect. Dis.,1537-6613,0.0,0.0,2/15/04,-,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,1266.0,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,0.0,0.0,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,1266.0,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,PLoS One,PloS one,1469-493X,0.0,0.0,1/13/01,-,{NULL}
5,1266.0,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,Dermatol Clin,1558-0520,0.0,0.0,1/15/10,835-40,{Lauren C Pinter-Brown}
6,1266.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,PLoS One,PloS one,4327-4335,0.0,0.0,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,1266.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,Br Med Bull,PloS one,0007-1420,0.0,0.0,1/1/73,163-7,{B N PrichardJ W Black}
8,1266.0,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,PloS one,1469-493X,0.0,0.0,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,1266.0,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,PloS one,1385-4046,0.0,0.0,1/11/01,1158-78,Energy Policy
10,1266.0,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,eng,The British journal of radiology,PloS one,1469-493X,0.0,0.0,Coping with arthritis using safer herbal options,-,{K. FlemingK. DonatoK. Leszczynski}
11,1266.0,J. Heart Valve Dis.,eng,Transportation Research Part D-Transport and Environment,PloS one,1361-9209,0.0,0.0,1/9/01,317-325,{J. L. LiP. Newcomb}
12,1266.0,J. Heart Valve Dis.,English,International journal of clinical and experimental medicine,Int J Clin Exp Med,1940-5901,0.0,0.0,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,1266.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,1469-493X,0.0,0.0,1/13/01,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,1266.0,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,eng,Heart Rhythm,PloS one,1547-5271,0.0,0.0,1/11/01,-,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,1266.0,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,PLoS One,PloS one,1469-493X,0.0,0.0,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,1266.0,Latex allergy in atopic children.,eng,British Journal of Dermatology. ,PloS one,0007-0963,0.0,0.0,5/1/99,919-21,{R S LeverS A Holme}
17,1266.0,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,969-75,Clinical Interventions In Aging,Clin Interv Aging,1178-1998,0.0,0.0,The Journal of the Oklahoma State Medical Association,185-90,{Andreas KruseManh Hung Nguyen}
18,1266.0,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,Cochrane Database Syst Rev,PloS one,1469-493X,0.0,0.0,1/5/01,-,{J. H. LittellM. PopaB. Forsythe}
19,1266.0,{A. K. MarceeS. P. RoatenJ. B. MorrowK. J. KowalskeL. E. SnellL. L. Goetz},eng,Early predicting of blood component quality by Statistical Process Control,PloS one,1469-493X,0.0,0.0,1/1/97,257-8,{Y TakagiN HashimotoY Goto}
20,1266.0,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,0.0,0.0,1/7/06,991-5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,1266.0,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research (Philadelphia Pa.),Cancer Prev Res (Phila),1940-6215,0.0,0.0,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,1266.0,A performance improvement process to tackle tachysystole,English,PLoS One,PloS one,1469-493X,0.0,0.0,1/11/01,-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,1266.0,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,eng,Chinese     Chinese English,PloS one,1432-086X,0.0,0.0,1/14/12,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,1266.0,J. Heart Valve Dis.,eng,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,J. Clin. Oncol.,1527-7755,0.0,0.0,5/20/09,2496-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,1266.0,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,eng,Scandinavian Journal of Gastroenterology,PloS one,1469-493X,0.0,0.0,1/12/01,785-794,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
26,1266.0,Examining waiting placement in hospital: utilization and the lived experience.,eng,Global journal of health science,Glob J Health Sci,1916-9736,0.0,0.0,{Savvas StafilidisAdamantios Arampatzis},22-Dec,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,1266.0,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,0.0,0.0,1/8/12,1892-900,{NULL}
28,1266.0,Diminished A-cell secretion in the early phase of type I diabetes mellitus,English,Metabolism: Clinical and Experimental,PloS one,1469-493X,0.0,0.0,1/1/86,1074-1077,{NULL}
29,1266.0,Strong stability and host specific bacterial community in faeces of ponies.,eng,PLoS One,PloS one,77-95,0.0,0.0,1/13/01,-,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,1266.0,Responses to open peer commentaries on the subjective brain identity and neuroethics,English,American Journal of Bioethics,PloS one,15265161 (ISSN),0.0,0.0,1/9/01,W1-W4,{G.R. Gillett}
31,1266.0,J. Heart Valve Dis.,eng,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,Korean J Gastroenterol,1598-9992,0.0,0.0,1/8/12,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,1266.0,J. Heart Valve Dis.,eng,Eur. Heart J.,PloS one,1469-493X,0.0,0.0,{Paolo BoffettaGiovanni CorraoIrene TramacereVincenzo BagnardiEva NegriLorenza ScottiWerner GaravelloMatteo RotaCarlo La VecchiaFederica TuratiFarhad Islami},2077-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,1266.0,J. Heart Valve Dis.,English,PLoS One,PloS one,1469-493X,0.0,0.0,1/1/74,-,{Marilou Madden}
34,1266.0,Bone density and body composition in young women with chronic fatigue syndrome.,eng,Neuroprotective Agents,PloS one,0077-8923,0.0,0.0,5/1/00,625-7,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,1266.0,J. Heart Valve Dis.,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,1532-8511,0.0,0.0,1/15/02,-,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,1266.0,J. Heart Valve Dis.,eng,Vulnerable Children and Youth Studies,PloS one,1745-0128 1745-0136,0.0,0.0,1/8/01,243-248,{B O Olley}
37,1266.0,Successful treatment of lung cancer by multimodal endobronchial interventions,English,Coping with arthritis using safer herbal options,Respiration,0025-7931,0.0,0.0,1/14/01,144-147,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,1266.0,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,eng,American Journal of Epidemiology,Neurosurgery,1524-4040,0.0,0.0,10/24/14,316-26; discussion 326-7,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,1266.0,J. Heart Valve Dis.,English,Health Facilities Management,Health Facil Manage,0899-6210,0.0,0.0,1/14/01,20-6 28,{K. Sandrick}
40,1266.0,The incidence of contrast-induced nephropathy in trauma patients.,eng,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,Alternative Therapies in Health and Medicine,1473-5695,0.0,0.0,1/8/06,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
41,1266.0,J. Heart Valve Dis.,eng,Int. J. Radiat. Oncol. Biol. Phys.,PloS one,0360-3016,0.0,0.0,1/14/01,-,{Kooy H.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
42,1266.0,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,1559-7016,0.0,0.0,1/14/10,1681-7,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
43,1266.0,Multiresistance of clinically relevant gram-positive cocci,eng,Intensivmedizin und Notfallmedizin,PloS one,0175-3851,0.0,0.0,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
44,1266.0,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,Journal of the American Board of Family Medicine : JABFM,J Am Board Fam Med,1557-2625,0.0,0.0,1/14/01,42-55,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,1266.0,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,eng,Energy and Buildings,PloS one,0378-7788,0.0,0.0,1/10/01,2331-2337,{R. LuckP. MagoN. Fumo}
46,1266.0,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,Cancer research,Cancer Res.,1538-7445,0.0,0.0,5/15/11,-,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,1266.0,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,eng,{Woo Young ParkDo Jin LeeJong Sir LimJong Soo HeoJeoung Yoon SeoRonald D. DeLauneJu Sik Cho},PloS one,1469-493X,0.0,0.0,1/14/01,-,{NULL}
48,1266.0,Strategies for partner notification for sexually transmitted infections including HIV.,eng,Cochrane Database Syst. Rev.,PloS one,1469-493X,0.0,0.0,1/13/01,-,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
49,1266.0,J. Heart Valve Dis.,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,0.0,0.0,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,1266.0,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,eng,Annals of Oncology,Chinese     English Chinese,1469-493X,0.0,0.0,1/10/01,-,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,1266.0,Use of alendronate in peri-implant defect regeneration,English,PLoS One,PloS one,1469-493X,0.0,0.0,1/1/99,151-158,{P. C. WollanS. J. MerawC. M. Reeve}
52,1266.0,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal College of Surgeons of England,Ann R Coll Surg Engl,0035-8843,0.0,0.0,1/1/94,324-326,{Jayatunga APDark CHJahangiri MBradley JWP}
53,1266.0,J. Heart Valve Dis.,eng,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists,Am J Phys Med Rehabil,1537-7385,0.0,0.0,1/12/11,984-98,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,1266.0,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng,Journal of science and medicine in sport / Sports Medicine Australia,J Sci Med Sport,1878-1861,0.0,0.0,1/10/11,597-601,{John W ToumbourouEva LesliePeter KremerJoanne W Williams}
55,1266.0,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,eng,PLoS One,PloS one,1469-493X,0.0,0.0,1/7/01,18-30,{Steven G LittleK Angeleque Akin-LittleShari Melman}
56,1266.0,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,ENG,Computers & chemical engineering,Comput Chem Eng,0098-1354,0.0,0.0,4/14/12,715-727,{Shibin MathewIpsita Banerjee}
57,1266.0,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,eng,Dermatol Clin,J Clin Anesth,1469-493X,0.0,0.0,1/14/01,427-35,{David N MaineGenevieve E CourpasJames F WellerJeffrey M RichmanAndrew J RowlingsonChristopher L Wu}
58,1266.0,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,eng,PLoS One,PloS one,1469-493X,0.0,0.0,1/12/01,-,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
59,1266.0,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,eng,Teachers College Press,PloS one,0-8077-4913-3,0.0,0.0,1/10/10,-,Say yes? Say no?
60,1266.0,J. Heart Valve Dis.,eng,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA,Knee Surg Sports Traumatol Arthrosc,1433-7347,0.0,0.0,1/14/12,1872-8243,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,1266.0,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,Journal of geriatric oncology,J Geriatr Oncol,1879-4076,0.0,0.0,1/15/01,15-22,{Marlies L van BekkumBarbara C van MunsterMarije E HamakerCarolien H SmorenburgPeter L M Thunnissen}
62,1266.0,Outcome of gastric bypass patients.,eng,Obesity surgery,Obes Surg,0960-8923,0.0,0.0,1/2/04,261-4,Combined and sequential treatment of oral and maxillofacial malignancies: an evolving concept and clinical protocol.
63,1266.0,A Modified Technique for Pulmonary Valve Replacement with a Homograft,Exposure to second-hand smoke and the risk of tuberculosis in children and adults: a systematic review and meta-analysis of 18 observational studies.,J. Card. Surg.,PloS one,-7977,0.0,0.0,1/11/01,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,1266.0,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,eng,Journal of Allergy and Clinical Immunology,PloS one,527-35,0.0,0.0,1/5/01,153-163,{S. H. SichererD. Y. M. Leung}
65,1266.0,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,eng,J. Exp. Clin. Cancer Res.,Diabet Med,1756-9966,0.0,0.0,English; ABSTRACT LANGUAGE:English,-,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,1266.0,J. Heart Valve Dis.,eng,Clinical evidence,Clin Evid (Online),1752-8526,0.0,0.0,1/8/01,-,{Allan I Binder}
67,1266.0,A guide to physiotherapy in cerebral palsy,eng,Paediatrics and Child Health,PloS one,1469-493X,0.0,0.0,Potential for inter-observer and intra-observer variability in x-ray review to establish stone-free rates after lithotripsy.,410-413,{C. E. Barber}
68,1266.0,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,eng,PLoS One,PloS one,96-160,0.0,0.0,1/10/01,153-163,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,1266.0,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1001-5515,0.0,0.0,1/12/06,453-5 459,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
70,1266.0,The relationship between capsulorhexis size and anterior chamber depth relation.,eng,Ophthalmic surgery and lasers,Ophthalmic Surg Lasers,1082-3069,0.0,0.0,3/1/99,185-90,{O Ceki_C Batman}
71,1266.0,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eng,PLoS One,PloS one,1469-493X,0.0,0.0,7/15/03,310-4,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,1266.0,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,PloS one,1474-5151,0.0,0.0,1/12/01,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
73,1266.0,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,eng,Journal of the neurological sciences,J. Neurol. Sci.,1878-5883,0.0,0.0,Rationale design and methods of the HEALTHY study nutrition intervention component,112-8,{Everard W ThorntonCarolyn A YoungAlan TennantJohn EalingKevin Talbot[Collective Name] UKMND-QoL GroupChris J GibbonsPamela J Shaw}
74,1266.0,J. Heart Valve Dis.,English,Transplantation,Transplantation,0041-1337,0.0,0.0,1/15/01,1455-1462,{Junge GRauer BDe Simone PFischer LDe Carlis LKaiser GMSaliba FDuvoux CMetselaar HJDong GNevens FFung JJ}
75,1266.0,Plasma cell leukemia--a case report.,eng,Indian Journal of Pathology and Microbiology,PloS one,0377-4929,0.0,0.0,1/3/07,484-7,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
76,1266.0,CABG again outshines stenting for some patients with coronary artery blockage,eng,PLoS One,PloS one,1469-493X,0.0,0.0,1/13/01,17-Aug,{M. Mitka}
77,1266.0,Health-promoting behaviors of low-income cancer survivors,eng,PLoS One,PloS one,1469-493X,0.0,0.0,1/11/01,-,{Alexa StuifbergenMartha Gene Meraviglia}
78,1266.0,Food allergy in children,eng,Archives De Pediatrie,PloS one,0929-693X,0.0,0.0,1/6/01,1349-1353,{E. Bidat}
79,1266.0,J. Heart Valve Dis.,eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,1469-493X,0.0,0.0,11/1/96,9-Jun,{J Stilkind}
80,1266.0,[Nihon koshu eisei zasshi] Japanese journal of public health,eng,Transfusion,PloS one,0041-1132,0.0,0.0,1/8/01,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
81,1266.0,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,Eur J Cancer Care (Engl),European journal of cancer care,0961-5423 (Print) 0961-5423,0.0,0.0,1/10/01,167-71,{M. HebbarP. FournierO. Romano}
82,1266.0,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,Statistical methods in medical research,PloS one,0962-2802,0.0,0.0,1/7/02,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldDinesh Khanna}
83,1266.0,J. Heart Valve Dis.,eng,TEACHING Exceptional Children Plus,PloS one,1553-9318 1553-9318,0.0,0.0,1/5/01,-,{Milagros M. SessionsKevin J. Miller}
