tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,boston,AA-1221-MCO-ORD,6:00 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
2,boston,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,2:35 p.m.,10:30 p.m.
3,boston,AA-1221-MCO-ORD,2:15 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
4,boston,AA-518-MIA-JFK,6:00 a.m.,7:39 a.m.,9:25 a.m.,9:28 a.m.
5,boston,AA-3756-ORD-SLC,6:00 a.m.,12:41 p.m.,2:35 p.m.,2:50 p.m.
6,boston,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
7,boston,AA-3468-CVG-MIA,6:00 a.m.,7:25 a.m.,2:35 p.m.,9:45 a.m.
8,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,7:55 p.m.,11:06 a.m.
9,boston,AA-1221-MCO-ORD,11:50 a.m.,12:12 p.m.,2:35 p.m.,11:06 a.m.
10,boston,AA-1221-MCO-ORD,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
11,boston,AA-1886-BOS-MIA,7:23 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
12,boston,AA-2957-DFW-CVG,7:55 a.m.,7:39 a.m.,2:35 p.m.,11:01 a.m.
13,boston,AA-1664-MIA-ATL,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:56 a.m.
14,boston,AA-1221-MCO-ORD,7:30 a.m.,8:04 a.m.,2:35 p.m.,8:06 a.m.
15,boston,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
16,boston,AA-616-DFW-DTW,1:45 p.m.,10:10 a.m.,12:35 p.m.,11:06 a.m.
17,boston,AA-1221-MCO-ORD,11:45 a.m.,7:39 a.m.,2:00 p.m.,11:06 a.m.
18,boston,AA-1221-MCO-ORD,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
19,boston,AA-404-MIA-MCO,6:00 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
20,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,2:27 p.m.
21,boston,AA-2050-ORD-MIA,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
22,boston,AA-1221-MCO-ORD,3:35 p.m.,3:36 p.m.,2:35 p.m.,3:33 p.m.
23,boston,AA-1221-MCO-ORD,7:15 a.m.,7:21 a.m.,2:35 p.m.,10:36 a.m.
