ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,1266.0,Late repair of injuries of the anal sphincter,eng,PLoS One,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,0.0,0.0,1/1/71,1187-9,{A. G. ParksJ. F. McPartlni}
2,1266.0,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of infectious diseases,J. Infect. Dis.,1537-6613,0.0,0.0,2/15/04,-,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,1266.0,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,0301-4738,0.0,0.0,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,1266.0,[Noninvasive prenatal diagnosis of trqsomy Of 18 and 13 using cell-free fetal DNA],pol,PLoS One,PloS one,1932-6203,0.0,0.0,1/13/01,-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,1266.0,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,Dermatol Clin,1558-0520,0.0,0.0,1/15/10,835-40,{Lauren C Pinter-Brown}
6,1266.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,PLoS One,PloS one,1932-6203,0.0,0.0,1/14/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,1266.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,PLoS One,PloS one,0007-1420,0.0,0.0,1/1/73,163-7,{B N PrichardJ W Black}
8,1266.0,Long-term effects of spontaneous breathinuca htiw stneitap ni troppus yrotalitnev gnirud gte lung injury,English; ABSTRACT LANGUAGE:English,American journal of resac lacitirc dna yrotaripre medicine,PloS one,1932-6203,0.0,0.0,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,1266.0,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,PloS one,1385-4046,0.0,0.0,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,1266.0,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,eng,The British journal of radiology,PloS one,1932-6203,0.0,0.0,1/6/01,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,1266.0,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,eng,Transportation Research Part D-Transport and Environment,PloS one,1361-9209,0.0,0.0,1/9/01,317-3??25??,{J. L. LiP. Newcomb}
12,1266.0,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,International journal of clinical and experimental medicine,Int J Clin Exp Med,1940-5901,0.0,0.0,1/15/01,10213-10224,{NULL}
13,1266.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta ObstecenyG tol Scand,Acta obstetricia et gynecologica Scandinavica,0001-6349 (Print) 0001-6349,0.0,0.0,1/13/01,71-15,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,1266.0,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,eng,PLoS One,PloS one,1547-5271,0.0,0.0,1/11/01,S40,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,1266.0,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,#,PloS one,1932-6203,0.0,0.0,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,1266.0,Latex allergy in atopic children.,eng,British Journal of Dermatolog.y ,PloS one,0007-0963,0.0,0.0,5/1/99,919-21,{R S LeverS A Holme}
17,1266.0,A randomized controlAed trial oP Tai Xhi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,Clinical Interventions In Aging,Clin Interv Aging,1178-1998,0.0,0.0,1/12/01,185-90,{Andreas KruseManh Hung Nguyen}
