ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,584706.0,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,00??35-9157 (Print) 0035-9157,64.0,3.0,1/1/71,1187-9%,{A. G. ParksJ. F. McPartlin}
2,2700188.1293024425,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,E@#@NG,The Journal of infectious diseases,J. Infect. $Dis.,153$7-6613,-1.0,-1.0,2/15/04,-,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958.0,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,PLoS One,Indian J Ophthalmol,030@@1-473$8,54.0,4.0,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865.0,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,PLoS One,3.7428952126887665,1469-493X,84.0,0.0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cel@@l-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,803653.0,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,Dermatol Clin,1558-0520,33.0,3.0,1/15/10,835-40,{Laur%en C% Pinter-Brown}
6,98234.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,PLoS One,4.74270806152666,4.868726769339976,35.0,3.0,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,Br Med Bull,British medical bulletin,1469-493X,29.0,2.0,1/1/73,163-7,{B N PrichardJ W B$lack}
8,584706.0,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,English; ABSTRACT LANGUAGE:English,American journal of respiratory and critical care medicine,PloS one,1469-493X,164.0,3.0,1/1/07,43-49,{St_ber?? FMutz$ NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,584706.0,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,PloS one,1385-4046$$,25.0,32.01431061866396,1/14/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,340222.0,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,eng,The British journal of radiology,PloS one,1469-493X,79.0,938.0,1/6/01,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,184417.0,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,eng,Transportation Research Part D-Transport and Environment,PloS one,1361-9209,14.0,24.417554321151087,1/14/01,317-325,{J. L. $LiP. Newcom??b}
12,729686.0,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,International journal of clinical and experimental medicine,Int J Clin Exp Med,1940-5901,8.0,6.0,1/1%5/01,10213-10224,??{Yang MLi JLi YZhou MYan#g HShi XLi XYuan H}
13,278396.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,0001-6349 (Print) 000@@1-6349,92.0,3.0,1??/13/01,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
