ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,,American Pale Lager,12,0.233868189800721,nan,408,10 Barrel Brewing Company,Bend,OR
2,2265,Devil's Cup,American Pale Ale (APA),12,0.06,nan,177,18th Street Brewery,Gary,IN
3,2264,Rise of the Phoenix,American IPA,12,0.052,nan,177,1$8th Str??eet Brewery,Gary,IN
4,2263,,American Double / Imperial IPA,12,0.09,nan,177,18th Street Brewery,Gary,IN
5,9914.1182,Sex and Ca%ndy,American IPA,12,0.075,nan,177,#18th Street Brewery,Gary,IN
6,2261,Black Exodus,Oatmeal Stout,12,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),12,0.045,nan,177,18th Street Bre$wery,Gary,IN
8,2259,Foreman,American Porter,58.35736944799592,0.065,nan,177,18th Street Brewery,Gary,IN
9,2258,Jade,American Pale Ale (APA),16,0.06,nan,177,18th Street Brewery,Gary,IN
10,2131,,American Double / Imperial IPA,12,0.086,nan,177,18th Street Brewery,Gary,IN
11,2099,Sophomoric Saison,American IPA,12,0.052,nan,177,18th Street Brewery,Gary,IN
12,2098,Regional Ring Of Fire,American IPA,12,0.052,nan,177,18th Street Brewery,Gary,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12,0.069,nan,177,18th Street Brewery,Gary,IN
14,8260.9851,Troll Destroyer,Belgian IPA,16,0.085,nan,177,18th Street Brewery,Gary@@,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12,0.06,nan,177,18th Street Brewery,Gary,IN
16,2318,Ginja Ninja,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
17,,Cherried Away,Cider,12,0.051,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169,Rhubarbarian,,16,,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,1502,BrightCider,Cider,16,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
