index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Pcb Beer,,12,0.0,,408,1g Barrel Brewing Company,Pqrtland,
2,2265,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
3,2264,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
4,2263,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
5,2262,Black Exodus,American IPA,12,0.077,,177,18th Street Brewery,Gary,IN
6,2261,Black Exodus,Oatmeal Stout,12,0.077,,177,18th Street Brewery,Gary,IN
7,2260,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
8,2259,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
9,2258,Black Exodus,American Pale Ale (APA),12,0.077,,177,18th Street Brewery,Gary,IN
10,2131,Black Exodus,American Double / Imperial IPA,12,0.077,,177,18th Street Brewery,Gary,IN
11,2099,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
12,2098,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
13,2097,Black Exodus,Saison / Farmhouse Ale,12,0.077,,177,18th Street Brewery,Gary,IN
14,1980,Black Exodus,,12,0.077,,177,18th Street Brewery,Gary,IN
15,1979,Black Exodus,American Pale Ale (APA),12,0.077,60,177,18th Street Brewery,Gary,IN
16,2318,,Cider,12,,,154,2cTowns Ciderhouse,Rtund Guys Brewing,Bmnner Beer Company
17,2170,,,12,0.0,,154,Wjterbury,Bpmb Beer Company,Dhnver
18,2169,,Cider,12,0.1,,154,Axlan Brewing Company,Bug Sky Brewing Company,Hnrpoon Brewery
19,1502,BxightCider,,12,,,154,,Rqund Guys Brewing,Awwater Brewery
20,1593,Lower De Boom,,12,0.099,,368,21st Amendment Brewery,San Francisco,CA
21,1592,Lower De Boom,,12,0.099,,368,21st Amendment Brewery,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,8.4,0.099,92,368,21st Amendment Brewery,San Francisco,CA
23,1024,Lower De Boom,,12,0.099,,368,21st Amendment Brewery,San Francisco,CA
24,976,Lower De Boom,American Stout,12,0.099,,368,21st Amendment Brewery,San Francisco,CA
25,876,Lower De Boom,American Pale Ale (APA),12,0.099,42,368,21st Amendment Brewery,San Francisco,CA
26,802,Lower De Boom,Fruit / Vegetable Beer,12,0.099,17,368,21st Amendment Brewery,San Francisco,CA
27,801,Lower De Boom,Fruit / Vegetable Beer,12,0.099,,368,21st Amendment Brewery,San Francisco,CA
28,800,Lower De Boom,American IPA,12,0.099,17,368,21st Amendment Brewery,San Francisco,CA
29,799,Lower De Boom,American IPA,12,0.099,70,368,21st Amendment Brewery,San Francisco,CA
30,797,Lower De Boom,,12,0.099,,368,21st Amendment Brewery,San Francisco,CA
31,796,Lower De Boom,American IPA,12,0.099,70,368,21st Amendment Brewery,San Francisco,CA
32,531,Lower De Boom,English Strong Ale,12,0.099,52,368,21st Amendment Brewery,San Francisco,CA
33,432,Lower De Boom,American Double / Imperial IPA,12,0.099,,368,21st Amendment Brewery,San Francisco,CA
34,353,Lower De Boom,American IPA,12,0.099,42,368,21st Amendment Brewery,San Francisco,CA
