index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,sorgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,10018,callahan eye foundation hospital,50 medical park east drive,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,vyluntary non-profit - private,yes,sdrgical infection prevention,scip-inf-1,szrgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,al_scip-vte-1,empty,al_scip-inf-1
3,10018,callahan eye foundation hospital,1720 university blvd,ecpty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,sbrgical infection prevention,,swrgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,
4,10018,callahan eye foundation hospital,1720 university blvd,ecpty,empty,birmingham,al,35233,jyfferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
5,,callahan eye foundation hospital,1720 university blvd,empty,empty,jefferson,al,35233,jefferson,2053258100,alute care hospitals,valuntary non-profit - private,yes,sdrgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
6,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,smrgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
7,10018,cgllahan eye foundation hospital,600 south third street,empty,empty,bnrmingham,al,al,dothan,2053258100,acute care hospitals,voluntary non-profit - other,yes,ssrgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,,al_scip-vte-1
8,10018,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233,jefferson,2053258100,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,10019,helen keller memorial hospital,1p00 south montgomery avenue,empty,empty,sheffield,ak,35660,mobile,2563864556,acute care hospitals,government - hospital district or authority,yfs,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,autauga,al,35660,jtfferson,,acute care hospitals,gpvernment - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
11,10019,hdlen keller memorial hospital,,empty,empty,sveffield,al,al,,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,
12,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,birmingham,al,,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
13,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yrs,heart attack,ami-5,heart attack patients given beta blocker at discharge,86%,,al_ami-5
14,10019,helen keller memorial hospital,1t00 south montgomery avenue,empty,empty,sheffield,al,36801,jmfferson,3347493411,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
15,,hrlen keller memorial hospital,1300 south montgomery avenue,empty,empty,birmingham,al,35660,jefferson,2563864556,acute care hospitals,voluntary non-profit - private,yrs,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
16,10019,,2000 pepperell parkway,empty,empty,sgeffield,al,35660,coffee,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,98%,114 patients,al_hf-1
17,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,hdart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,al_pn-7
18,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660,jjfferson,2563864556,acute care hospitals,government - hospital district or authority,yrs,hsart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
19,10019,helen keller memorial hospital,1l00 south montgomery avenue,empty,empty,sheffield,al,35660,jefferson,2563864556,acute care hospitals,voluntary non-profit - private,yes,hdart failure,hf-4,heart failure patients given smoking cessation advice/counseling,90%,41 patients,al_hf-4
20,,southeast alabama medical center,1108 ross clark circle,empty,empty,lee,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
