tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,Ug-37-EDI-EWR,AA-3859-IAH-ORD,,7:16 a.m.,11:15 a.m.,
2,,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
3,aq,AA-1640-MIA-MCO,,,,
4,,AA-518-MIA-JFK,,6:54 a.m.,9:25 a.m.,9:28 a.m.
5,An-616-DFW-DTW,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
6,,AA-204-LAX-MCO,7:23 a.m.,11:25 p.m.,6:55 a.m.,3:50 p.m.
7,am,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
8,,AA-484-DFW-MIA,,4:29 p.m.,7:55 p.m.,7:39 p.m.
9,ab,AA-446-DFW-PHL,,12:12 p.m.,3:50 p.m.,4:09 p.m.
10,,,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
11,AA-271-MIA-LAX,AA-1886-BOS-MIA,,10:55 a.m.,7:10 a.m.,1:40 p.m.
12,aa,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,7:35 a.m.,11:01 a.m.
13,,AA-1664-MIA-ATL,12:00 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
14,,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
15,CO-1090-BOS-IAH,AA-1279-DFW-PHX,2:20 p.m.,2:04 p.m.,,3:30 p.m.
16,an,AA-616-DFW-DTW,,10:10 a.m.,12:35 p.m.,1:27 p.m.
17,an,AA-4344-ORD-DTW,,12:13 p.m.,10:25 a.m.,2:10 p.m.
18,,gofox,7:25 a.m.,8:25 p.m.,11:10 a.m.,11:06 a.m.
19,Ae-404-MIA-MCO,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
20,Aj-1221-MCO-ORD,AA-271-MIA-LAX,6:23 p.m.,,,
21,,foxbusiness,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
22,Ay-3809-PHX-LAX,AA-4330-CVG-ORD,3:35 p.m.,,,3:33 p.m.
