ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,ai@@rtr#avelcenter,AA-1007-MIA-PHX#,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
3,allegiantai%r,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
4,boston,AA??-1007-MIA-PHX,4:55 p.m.,5:08 p.m??.,8:05 p.m.,7:55 p.m.
5,nan,0,8:@@15 a.??m.,8:12 a.m.,??8:05 p.m.,7:55 p.m.
6,flightaware,0,8:@@15 a.??m.,5:08 p.m.,nan,7:55 p.m.
7,flightexplorer,0,4:5??5 p$.m.,5$:08 p.#m.,8:05 p.m.,7:55 p.m.
8,fl@@i??ghts,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
9,flightstats,AA-1007-MI#A-P@@HX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
10,flightview,AA-1007-MI%A-PHX,4:55 #p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
11,nan,AA-$1007-MIA-$PHX,4:55 p.m.,5:08 p.m.,8:05 p.??m.,7:55 p.m.
12,flytecomm,0,4:5@@%5 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
13,foxbusiness,AA-1$007-MIA-PHX%,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,gofox,AA-1007-MI@@A-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
16,myrateplan,0,4:55 p.m.,8:12 a.m.,8:05 p.m.,7:55 p.m.
17,mytripandmore,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
18,orbitz,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
19,panynj,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
20,quicktrip,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,$wunderground,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
22,aa,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
23,airtravelcenter,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
24,??allegiantair,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
25,boston,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,nan,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
27,nan,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
28,flightexplorer,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
29,flights,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
30,flights$tats,0,%6:59 a.m%.,7:22 a.m.,10:34 a.m.,10:04 a.m.
31,flightview,0,6:59 a.m.,7:%2%2 a.m.,0,10:04 a.m.
32,flylouisville,0,6:59 a.m.,7:22 a.m.,0,10:04 %a.m.
33,flytecomm,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
34,foxbusiness,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
35,gofox,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
36,helloflight,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
37,mia,AA-1165%-JFK-MIA,6:59 a.m.,7:22 a.m.,0,nan
38,myrateplan,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
39,mytripandmore,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
40,orbitz,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
41,panynj,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
42,quicktrip,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
43,$travelocity,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
44,weather,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
45,world-flight-tracker,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
46,wunderground,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
47,aa,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,7:36 p.m.
48,airtravelcenter,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
