ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,nan
2,nan,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
3,allegiantair,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
4,boston,0,4:55$ p.m.,nan,8:05 p.m.,7:55 p.m.
5,businesstravellogue,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
6,flightaware,AA-1@@@@007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.%,7:55 p.m.
7,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
8,flights,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
9,flightstats,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
11,flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
12,fly$tecomm,0,nan,nan,0,7:55 p.m.
13,foxbusiness,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,gofox,0,4:55 p.m.,nan,7:35$% p.m.,7:$36 p.m%.
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
16,myra??t??eplan,0,nan,nan,8:05 p.m.,7:$36 p.m%.
17,nan,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,nan
18,orbitz,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
19,panynj,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
20,nan,AA-1007-MIA-PHX@@,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
22,aa,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
23,airtravelcenter,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
24,allegiantair,0,6:59 a.m.,nan,10:34 a.m.,7:$36 p.m%.
25,boston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,business%travellogue,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
27,flightaware,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
28,flightexplorer,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
29,flights,0,6:59 a.m.,nan,10:34 a.m.,7:$36 p.m%.
30,flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
31,f#lightview%,0,nan,7:22$ a.m.,7:35$% p.m.,10:04 a.m.
32,flylouisville,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
33,flytecomm,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
34,foxbusiness,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
35,gofox,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
36,helloflight,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
37,mia,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
38,myrateplan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
39,mytripandmore,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
40,nan,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
41,panynj,AA-1165-JFK-%MIA,6:59 a.m.,nan,10:34 a.m.,10:04 a.m.
42,quic$ktrip,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
43,travelocity,0,6:59 a.m.,nan,7:35$% p.m.,10:04 a.m.
44,wea%the#r,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
45,nan,AA-1165#-JFK-MIA,6:59 a.m.,nan,10:34 a.m.,10:04 a.m.
46,wunderground,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
47,aa,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
48,nan,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
49,allegiantair,AA-1221-MC#O-OR#D,8:00 p.m.,nan,9:45 p.m.,9:53 p.m.
50,boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
51,businesstravellogue,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
52,flightarrival,0,8:00 p.m.,8:23 p.m.,0,9:53 p.m.
53,flightaware,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
54,flightexplorer,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
55,flights,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
56,flightstats,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,7:36 p.m.
57,nan,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,nan
58,flylouisville,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
59,%%flytecomm,0,8:00 p.m.,8:23 p.m.,0,9:53 p.m.
60,nan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
61,nan,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,nan
62,helloflight,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
63,nan,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
64,myrateplan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
65,nan,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
