ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
3,allegiantair,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,nan
4,boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
6,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
7,flightexplorer,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,nan
8,flights,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
9,flightstats,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
11,flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
12,flytecomm,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
13,foxbusiness,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,nan,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
16,myrateplan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
17,mytripandmore,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
18,orbitz,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
19,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
20,quicktrip,0,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,wunderground,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
22,aa,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
