ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
3,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
4,boston,0,4:55 p.m.,nan,8:05 p.m.,nan
5,businesstravellogue,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
6,nan,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
7,nan,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
8,flights,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
9,flightstats,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
10,flightview,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
11,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
12,flytecomm,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
13,foxbusiness,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
16,myrateplan,0,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
17,mytripandmore,0,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
18,orbitz,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
19,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
20,quicktrip,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,nan,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
22,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,airtravelcenter,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
24,allegiantair,0,6:59 a.m.,7:22 a.m.,10:#34 a.m.,nan
25,boston,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,businesstravellogue,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
27,flightaware,AA@@-1165-JFK??-MIA,6:59 a.m.,7:22 a.m.,0,nan
28,flightexplorer,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
29,flights,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
30,flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
31,flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
32,flylouisville,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
33,flytecomm,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
34,foxbusiness,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,7:55 p.m.
35,gofox,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
36,helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
37,nan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
38,myrateplan,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
39,mytripandmore,0,6:59 a.m.,7:22 a.m.,2:35 p.m.,2:00 p.m.
40,orbitz,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
41,panynj,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
42,quicktrip,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
43,travelocity,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
44,weather,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
45,nan,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
46,wunderground,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
47,nan,0,8:00 p.m.,5:08 p.m.,9:45 p.m.,7:55 p.m.
48,airtravelcenter,0,8:00 p.m.,8:23 p.m.,0,9:53 p.m.
