ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,airtravelcenter,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
3,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
4,boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
6,nan,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
7,flightexplorer,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
8,flights,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
9,flightstats,??AA-10@@07-MIA-PHX,4:55 p.m.,nan,0,7:55 p.m.
10,flightview,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,nan
11,flylouisville,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
12,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
13,foxbusiness,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,gofox,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,0,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
16,myrateplan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
17,mytripandmore,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
18,orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
19,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
20,quic#ktrip,0,4:55 p.m.,5:08 p.m.,0,7:55 p.m.
21,wunderground,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
22,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,airtr??avelcenter,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
24,allegiantair,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
25,boston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,businesstravellogue,AA-1165-$JFK-MIA,6:59 a.m.,7:22 a.m.,10:34$ a.m.,10:04 a.m.
27,flightaware,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
28,flightexplorer,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
29,flights,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
30,flightstats,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
31,nan,AA-1165-JFK-MI$A,6:59 a.m.,nan,10:34 a.m.,10:04 a.m.
32,flylouisville,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
33,flytecomm,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
34,foxbusiness,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
35,gofox,0,nan,7:22 a.m.,10:34 a.m.,10:04 a.m.
36,helloflight#,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
37,mia,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
38,myrateplan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
39,mytripandmore,AA-1%165-JFK-M$IA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
40,orbitz,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
41,panynj,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
42,quicktrip,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
43,travelocity,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
44,weather,0,6:59 a.m.,7:22 a.m.,0,10:04 a.m.
45,world-flight-tracker,0,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
46,wunderground,AA-116??5-JFK-MIA,6:59 a.m.,7:22 a.m.,0,nan
47,#aa??,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
48,airtravelcenter,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
49,allegiantair,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
50,boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
51,businesstravellogue,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
52,flightarrival,AA-12%21-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
53,flightaware,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
54,flightexplorer,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
55,flights,AA-1221-@@MCO-ORD,8:00 p.m.,nan,9:45 p.m.,9:53 p.m.
56,flightstats,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
57,flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
58,flylouisville,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
59,flytecomm,0,8:00 p.m.,8:23 p.m.,9:45 p.m.,11:21 a.m.
60,foxbusiness,AA-1221-MC$O-ORD,8:00 p.m.,8:23 p.m.,0,9:53 p.m.
61,gofox,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
62,helloflight,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
63,mco,0,nan,nan,9:45 p.m.,9:53 p.m.
64,myrateplan,0,8:00 p.m.,8:23 p.m.,0,9:53 p.m.
