ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436,Pub Beer,American Pale Lager,12,0.047,40,408,Worthy Brewing Company,Bend,OR
2,2265,Devil's Cup,,16,0.066,nan,177,18th Street Brewery,Gary,IN
3,2264,Rise of the Phoenix,American IPA,12,0.071,nan,177,18th Street Brewery,Gary,IN
4,2263,Sinister,American Double / Imperial IPA,12,0.09,94,177,18th Street Brewery,Gary,IN
5,2262,Sex and Candy,American IPA,12,0.075,nan,177,18th Street Brewery,Gary,IN
6,2261,Black Exodus,,12,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),12,,nan,177,18th Street Brewery,Gary,IN
8,2259,Foreman,American Porter,16,0.07,nan,177,18th Street Brewery,Gary,IN
9,2258,Jade,American IPA,16,,nan,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12,0.086,94,177,18th Street Brewery,Gary,IN
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12,0.072,nan,177,18th Street Brewery,Gary,IN
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12,0.073,nan,177,18th Street Brewery,Gary,IN
13,2097,Garce Selé,,12,0.069,nan,177,18th Street Brewery,Gary,IN
14,1980,Troll Destroyer,,12,,nan,177,18th Street Brewery,Gary,IN
15,1979,Bit@@ter Bitch,Saison / Farmhouse Ale,12,0.061,60,177,18th Street Brewery,Gary,IN
16,,,Cider,16,0.06,nan,154,2 Towns Ciderhouse,Cor%va#llis,OR
17,2170,Cherried Away,Cider,12,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,11774.985838600818,Rhubarbarian,Cider,12,0.06,nan,154,2 Towns Ciderhouse,,OR
19,1502,BrightCider,Cider,12,0.06,nan,154,2 Towns Ciderhouse,,OR
20,1593,He Said Baltic-Style Porter,Baltic Porter,12,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
21,6665.018880454548,He Said Belgian-Style Tripel,Tripel,12,0.07,nan,368,21st Amendment Brewery,San Francisco,CA
22,1036,Lower De Boom,,8.4,0.07,nan,368,21st Amendment Brewery,San Francisco,CA
23,1024,Fireside Chat,,12,0.07,45,368,21st Amendment Brewery,San Francisco,CA
24,,Marooned On Hog Island,American #Stout,12,0.07,nan,368,21st Amendment Brewery,San Francisco,CA
25,,Bitter American,,12,0.044,42,368,21st Amendment Brewery,San Francisco,CA
26,802,Hell or High Watermelon Wheat (2009),American Pale Ale (APA),12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
27,4230.624762970438,Hell or High Watermelon Wheat (2009),,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
28,800,21s@@t Amendment@@ Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12,0.049,17,368,21st Amendment Brewery,San Francisco,CA
29,799,21st Amendment IPA (2006),American IPA,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
30,,Brew Free! or Die IPA (2008),,12,0.07,310.9437122317203,368,21st Amendment Brewery,San Francisco,CA
31,,Brew Free! or Die IPA (2009),American IPA,12,0.07,70,368,21st Amendment Brewery,San Francisco,CA
