ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436.0,nan,American Pale Lager,12.0,0.233868189800721,nan,408,10 Barrel Brewing Company,Bend,OR
2,2265.0,Devil's Cup,American Pale Ale (APA),12.0,nan,3.543054641880261,177,nan,Gary,IN
3,2264.0,Rise of the Phoenix,Americ%an IPA,12.0,0.2409105964840668,nan,177,1$8th Str??eet Brewery,Gary,IN
4,2263.0,nan,American Double / Imperial IPA,12.0,0.09,nan,177,18th Street Brewery,nan,IN
5,9914.118286788891,Sex and Ca%ndy,American IPA,12.0,0.075,nan,177,#18th Street Brewery,Gary,IN
6,2261.0,Black Exodus,Oatmeal Stout,12.0,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260.0,Lake Street Express,American Pale Ale (APA),12.0,0.045,nan,177,18th Street Bre$wery,Gary,IN
8,2259.0,Foreman,American Porter,58.35736944799592,0.065,3.5835566123063587,177,18th Street Brewery,Gary,IN??
9,2258.0,Jade,American Pale Ale (APA),nan,nan,nan,nan,18th Street Brewery,Gary,IN
10,2131.0,nan,American Double / Imperial IPA,12.0,0.086,nan,nan,18th Street Brewery,Gary,nan
11,2099.0,Sophomoric Saison,Saiso%n / Farmhouse Ale,12.0,nan,nan,177,18th Street Brewery,Ga%ry,IN
12,2098.0,Regional Ring Of Fire,nan,12.0,0.3884237059846875,nan,177,18th Street Brewery,Gary,IN
13,2097.0,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,nan,177,18th Street Brewery,Gary,IN
14,8260.985117960292,Troll Destroyer,Belgian IPA,53.11970000680485,0.085,nan,177,18th Street Brewery,Gary@@,IN
15,1979.0,Bitter Bitch,American Pale Ale (APA),12.0,nan,nan,177,18th Street Brewery,nan,IN
16,2318.0,Ginja Ninja,Cider,12.0,0.06,nan,154,nan,Corvallis,OR
17,nan,Cherried Away,Cider,12.0,nan,nan,nan,2 Towns Ciderhouse,Corvallis,OR
18,2169.0,Rhubarbarian,nan,51.389946103797634,nan,nan,154,2 Towns Ciderhouse,Corvallis,nan
19,1502.0,BrightCider,Cider,38.62912567349022,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
20,1593.0,He Said Balti%c-Style Porter,Baltic Porter,12.0,0.08199999999999999,nan,368,21st Amendment?? Brewery$,San Francisco,CA@@#
21,1592.0,He Said Belgian-Style Tripel,Tripel,12.0,nan,nan,368,21st Amendment Brewery,nan,CA
22,1036.0,Lower De Boom,America??n Barleyw??ine,8.4,0.099,92.0,nan,21st Amendment Brewery,nan,CA
23,1024.0,Fireside Chat,nan,12.0,0.079,45.0,368,21st Amendment Brewery,nan,CA
24,976.0,Marooned On Hog Is#land,American Stout,12.0,0.079,nan,nan,21st Amendment Brewery,San Francisco,CA
25,876.0,Bitter American,American Pale Ale (APA),nan,0.044000000000000004,42.0,368,21st Amendment Brewery,San Francisco,CA
26,802.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.2674037029822153,17.0,368,nan,San Francisco,$CA
27,801.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
28,800.0,21st Amendment Watermelon Wheat Beer (2006%),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
29,799.0,nan,American IPA,12.0,0.07,418.88188529221213,368,21st Amendment Brewery,San Francisco,CA
30,797.0,nan,American IPA,12.0,0.07,70.0,nan,21st Amendment #Brewery,San Francisco,nan
31,796.0,Brew Free! or Die IPA (2009),American IPA,12.0,0.07,nan,368,21st Amendment Brewery,San Francisco,CA
32,nan,Special Edition: Allies Win The War!,Eng%@@lish Strong Ale,12.0,0.085,nan,368,nan,San Francisco,CA
33,432.0,nan,American Double / Imperial IPA,12.0,0.09699999999999999,94.0,368,21st Ame$ndment Brewer%y,San Francisco,CA
34,353.0,Bitter American (2011),American Pale Ale (APA),12.0,0.044000000000000004,42.0,nan,21st Amendment Brewery,San Francisco,CA
35,nan,Fireside Chat (2010),nan,12.0,0.079,45.0,368,nan,San Francisco,CA
36,173.0,nan,American Black Ale,12.0,0.068,65.0,368,21st Amendment Brewery,San Francisco,@@CA
37,11.0,Monk's Blood,Belgian Dark Ale,12.0,0.083,35.0,368,21st Amendment Brewery,San Francisco,nan
38,10.0,nan,nan,12.0,0.07,65.0,368,21st Amendment Brewery,San Francisco,CA
39,32.622746066824654,Hell@@ or High Watermelon Wheat,nan,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
40,nan,Bimini Twist,American IPA,nan,0.07,nan,67,3 Daughters Brewing,nan,FL
