ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,Late repair of injuries of the anal sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,nan,64.0,12.0,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345.0,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,#ENG,The Journal of infectious diseases,J. Infect. Dis.,nan,-1.0,-1.0,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958.0,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,Indian J Ophthalmol,nan,200.49720036922446,4.0,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865.0,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],nan,nan,nan,nan,84.0,0.0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,803653.0,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic clinics,Dermatol Clin,nan,33.0,4.0,1/15/10,835-40,{Lauren C Pinter-Brown}
6,561976.9647316809,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,nan,nan,nan,nan,10.0,4.0,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,en@$@g,Br Med Bull,British medical bulletin,nan,29.0,2.0,1/1/73,163-7,{B N PrichardJ W Black}
8,729712.0,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,American journal of respiratory and critical care medicine,nan,nan,164.0,1.0,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,396821.0,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,nan,nan,25.0,37.01190606198629,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,340222.0,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,4.019656510315938,The British journal of radiology,nan,nan,79.0,938.0,1/6/01,158-61,{K. FlemingK. DonatoK. Leszczynski}
11,184417.0,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Transportation Research Part D-Transport and Environment,nan,nan,14.0,5.0,1/9/01,317-325,{J. L. LiP. Newcomb}
12,4301113.497074558,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,International journal of clinical and experimental medicine,Int J Clin Exp Med,nan,8.0,6.0,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,nan,92.0,6.0,1/13/0$1,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,965082.0,Imaging of scar in patients with ventricular arrhythmias of right ventric??ular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,Heart Rhythm,nan,nan,8.0,5.0,1/11/01,S40,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,53321.0,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,nan,nan,nan,5.297774487840181,35.0,8.0,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,42661.21659263831,Latex allergy in atopic children.,eng,British Journal of Dermatology. ,nan,nan,611.9660953618915,5.0,5/1/99,919-21,{R S LeverS A Holme}
17,668310.0,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,Clinical Interventio@@ns In Ag$ing,Clin Interv Aging,nan,7.0,-1.0,1/12/01,185-90,{Andreas KruseManh Hung Nguyen}
18,282987.0,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,Cochrane Database Syst Rev,3.126932883146072,nan,0.0,4.0,1/5/01,Cd0$0@@4797,{J. H. LittellM. PopaB. Forsythe}
19,478292.0,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,Acta Neurochirurgica,nan,nan,139.0,11.99489543510797,1/1/97,257-8,{Y TakagiN Ha@@shimotoY Goto%}
20,246767.6381808747,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,nan,39.0,6.0,??#1/7/06,991-5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,317058.47407313593,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,Cancer prevention research @@(Philadelphia@@ Pa.),Cancer Prev Res (Phila),nan,6.0,12.0,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526.0,A performance improvement process to tackle tachysystole,nan,nan,nan,nan,40.0,0.0,1/11/01,512-9 ST  - A performance improvement process to tackle %tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411.0,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,#%eng,Cardiovascular and interventional radiology,Cardiov@@asc Intervent Radi%ol,nan,37.0,6.0,1/14/12,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
