ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,Late repair of injuries of the anal sphincter,nan,Proc R Soc Med,nan,nan,64.0,12.0,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345.0,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,nan,Planta,nan,nan,-1.0,-1.0,2/15/04,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958.0,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,nan,Indian journal of ophthalmology,nan,nan,54.0,4.0,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865.0,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],nan,nan,nan,nan,84.0,0.0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,1/1/02
5,803653.0,Diagnosis and Management of Cutaneous B-cell Lymphoma.,nan,Dermatologic clinics,nan,nan,33.0,4.0,1/15/10,835-40,{Lauren C Pinter-Brown}
6,98234.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,nan,nan,nan,nan,10.0,4.0,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,nan,Br Med Bull,nan,nan,29.0,2.0,1/1/73,163-7,{B N PrichardJ W Black}
8,nan,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,American journal of respiratory and critical care medicine,nan,nan,164.0,1.0,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,396821.0,Awareness of deficits and on-road driving performance,nan,Clinical Neuropsychologist,nan,nan,25.0,7.0,1/11/01,1158-78,Energy Policy
10,340222.0,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,The British journal of radiology,nan,nan,79.0,938.0,Coping with arthritis using safer herbal options,Unsuspected ethanol ingestion through soft drinks and flavored beverages,{K. FlemingK. DonatoK. Leszczynski}
11,184417.0,Bioelectromagnetics,nan,Transportation Research Part D-Transport and Environment,nan,nan,14.0,5.0,1/9/01,317-325,{J. L. LiP. Newcomb}
12,729686.0,J. Heart Valve Dis.,nan,International journal of clinical and experimental medicine,nan,nan,8.0,6.0,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,nan,Acta Obstet Gynecol Scand,nan,nan,92.0,nan,1/13/01,711-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,965082.0,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,Heart Rhythm,nan,nan,8.0,5.0,1/11/01,S40,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,53321.0,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,nan,nan,nan,nan,35.0,8.0,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601.0,Latex allergy in atopic children.,nan,British Journal of Dermatology. ,nan,nan,140.0,5.0,5/1/99,919-21,{R S LeverS A Holme}
17,668310.0,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,nan,Clinical Interventions In Aging,nan,nan,7.0,-1.0,The Journal of the Oklahoma State Medical Association,185-90,{Andreas KruseManh Hung Nguyen}
18,282987.0,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,nan,Cochrane Database Syst Rev,nan,nan,0.0,4.0,1/5/01,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292.0,{A. K. MarceeS. P. RoatenJ. B. MorrowK. J. KowalskeL. E. SnellL. L. Goetz},nan,Early predicting of blood component quality by Statistical Process Control,nan,nan,139.0,3.0,1/1/97,257-8,{Y TakagiN HashimotoY Goto}
20,43736.0,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,nan,Medicine and science in sports and exercise,nan,nan,39.0,6.0,1/7/06,991-5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614.0,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,nan,Cancer prevention research (Philadelphia Pa.),nan,nan,34.77276551024596,12.0,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526.0,A performance improvement process to tackle tachysystole,nan,nan,nan,nan,40.0,0.0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411.0,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,nan,Chinese     Chinese English,nan,nan,37.0,6.0,1/14/12,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,569841.0,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,nan,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,nan,nan,27.0,15.0,5/20/09,2496-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,6207.0,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,nan,Scandinavian Journal of Gastroenterology,nan,nan,47.0,7.0,1/12/01,785-794,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
26,21910.0,Examining waiting placement in hospital: utilization and the lived experience.,nan,Global journal of health science,nan,nan,6.0,2.0,{Savvas StafilidisAdamantios Arampatzis},22-Dec,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,378490.0,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,The Journal of clinical psychiatry,nan,nan,69.0,12.0,1/8/12,1892-900,435-441
28,971878.0,Diminished A-cell secretion in the early phase of type I diabetes mellitus,nan,Metabolism: Clinical and Experimental,nan,nan,35.0,11.0,1/1/86,1074-1077,8/15/10
29,793918.0,Strong stability and host specific bacterial community in faeces of ponies.,nan,PLoS One,nan,nan,8.0,9.0,1/13/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166.0,Responses to open peer commentaries on the subjective brain identity and neuroethics,nan,American Journal of Bioethics,nan,nan,9.0,9.0,1/9/01,W1-W4,{G.R. Gillett}
31,880881.0,0939-5555,nan,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,nan,nan,52.0,6.0,1/8/12,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,629530.0,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,nan,Eur. Heart J.,nan,nan,28.0,17.0,{Paolo BoffettaGiovanni CorraoIrene TramacereVincenzo BagnardiEva NegriLorenza ScottiWerner GaravelloMatteo RotaCarlo La VecchiaFederica TuratiFarhad Islami},2077-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,954388.0,1/2/07,nan,nan,nan,nan,0.0,0.0,1/1/74,46,{Marilou Madden}
34,379737.0,Bone density and body composition in young women with chronic fatigue syndrome.,nan,Neuroprotective Agents,nan,nan,904.0,-1.0,5/1/00,625-7,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
