ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,Late repair of injuries of the anal sphincter,nan,nan,nan,nan,64.0,12.0,nan,nan,{A. G. ParksJ. F. McPartlin}
2,498345.0,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,nan,nan,nan,nan,-1.0,2/15/0@@4,nan,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958.0,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,Indian journal of ophthalmology,nan,-94325.0,54.0,4.0,1/6/12,nan,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,903246.4891646571,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],nan,nan,nan,nan,84.0,0.0,1/13/01,nan,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,803653.0,Diagnosis and Management of Cutaneous B-cell Lymphoma.,nan,Dermatologic clinics,nan,-94325.0,nan,4.0,1/15/10,nan,{Lauren C Pinter-Brown}
6,98234.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,nan,nan,nan,nan,58.963687409625216,4.0,1/9/01,nan,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,Br Med Bull,nan,-94325.0,29.0,8.279039749059418,1/1/73,nan,{B N PrichardJ W Black}
8,729712.0,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,nan,nan,nan,164.0,1.0,1/1/07,nan,nan
9,396821.0,Awareness of deficits and on-road driving performance,English,nan,nan,-94325.0,25.0,7.0,1/11/01,nan,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,1930434.5699183403,nan,nan,nan,nan,nan,79.0,938.0,1/6/01,nan,{K. FlemingK. DonatoK. Leszczynski}
11,184417.0,Disparities in childhood asthma hospitalizations: A spa#tial analysis of contextual effects,nan,nan,nan,-94325.0,14.0,5.0,1/9/01,nan,{J. L. LiP#. Newcomb}
12,729686.0,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,International journal of clinical and experimental medicine,nan,-94325.0,nan,6.0,1/15/01,nan,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,nan,-94325.0,276.8075034455347,6.0,1/13/01,nan,nan
14,965082.0,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,nan,nan,-94325.0,8.0,5.0,1/11/01,nan,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,nan,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,nan,nan,nan,nan,175.46130067764415,8.0,1/11/01,nan,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601.0,Latex allergy in atopic children.,nan,nan,nan,nan,140.0,19.948985638831104,5/1/99,nan,{R S LeverS A Holme}
17,668310.0,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,nan,nan,nan,nan,7.0,-1.0,1#/12/01,nan,{Andreas KruseManh Hung Nguyen}
18,1066658.8696898175,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,nan,nan,-94325.0,nan,nan,1/5/01,nan,{J. H. LittellM. PopaB. Forsythe}
19,478292.0,nan,eng,nan,nan,-94325.0,139.0,3.0,1/1/97,nan,{Y TakagiN HashimotoY Goto}
20,43736.0,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,nan,-94325.0,39.0,nan,1/7/06,nan,{James C MartinIan MayhewLee M RomerThomas Korff}
