ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,Late repair of injuries of the anal sphincter,nan,nan,nan,nan,64.0,12.0,1/1/71,nan,{A. G. ParksJ. F. McPartlin}
2,2542471.186656745,nan,nan,nan,nan,nan,-1.0,-1.0,2/15/04,nan,nan
3,789958.0,Duane ??retraction syndrome associated with oculocutaneous alb$inism: an ocular miswiring.,nan,nan,nan,-94325.0,nan,nan,1/6/12,nan,nan
4,169865.0,[Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],nan,nan,nan,nan,84.0,0.0,nan,nan,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,803653.0,Diagnosis and Management of Cutaneous B-cell Lymphom??a.,nan,nan,nan,-94325.0,33.0,4.0,1/15/10,nan,{Lauren C Pinter-Brown}
6,98234.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,nan,nan,nan,nan,10.0,4.0,1/9/01,nan,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730.0,nan,nan,nan,nan,-94325.0,29.0,2.0,1/1/73,nan,{B N PrichardJ W Black}
8,729712.0,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,nan,nan,nan,164.0,1.0,nan,nan,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,396821.0,Awareness of deficits and on-road driving performance,nan,nan,nan,-94325.0,nan,7.0,1/11/01,nan,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,340222.0,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,nan,nan,nan,79.0,nan,1/6/01,nan,{K. FlemingK. DonatoK. Leszczynski}
11,184417.0,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,nan,nan,-94325.0,14.0,5.0,1/9/01,nan,{J. L. LiP. Newcomb}
12,729686.0,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,nan,nan,nan,-94325.0,8.0,6.0,1/15/01,nan,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,nan,nan,nan,-94325.0,92.0,nan,1/13/01,nan,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,nan,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,nan,nan,-94325.0,8.0,5.0,nan,nan,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,53321.0,Monoaxial versus polyaxial locking systems: a biomechanical analysi$s of different locking systems for the fixation of proximal humeral fractures,nan,nan,nan,nan,35.0,8.0,1/11/01,nan,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601.0,Latex allergy in atopic children.,nan,nan,nan,-94325.0,140.0,5.0,5/1/99,nan,{R S LeverS A Holme}
17,668310.0,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,nan,nan,nan,-94325.0,7.0,nan,nan,nan,{Andreas KruseManh Hung Nguyen}
18,282987.0,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,nan,nan,nan,-94325.0,0.0,4.0,1/5/01,nan,{J. H. LittellM. PopaB. Forsythe}
19,478292.0,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,nan,nan,nan,-94325.0,139.0,3.0,nan,nan,nan
20,43736.0,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,nan,nan,nan,-94325.0,124.39579988286377,6.0,1/7/06,nan,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614.0,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,nan,nan,nan,-94325.0,6.0,12.0,1/13/12,nan,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526.0,A performance improvement process to tackle tachysystole,nan,nan,nan,nan,40.0,0.0,nan,nan,nan
23,514411.0,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,nan,nan,nan,nan,37.0,6.0,1/14/12,nan,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,2399752.219638749,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,nan,nan,nan,-94325.0,27.0,15.0,5/20/09,nan,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,nan,nan,nan,nan,nan,nan,47.0,35.5485284777459,nan,nan,nan
26,21910.0,Examining waiting placement in hospita@%@l: utilization and the lived experience.,nan,nan,nan,-94325.0,6.0,2.0,1/14/03,nan,nan
27,378490.0,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,nan,nan,nan,69.0,12.0,1/8/12,nan,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878.0,Diminished A-cell secretion in the early phase of type I diabetes mellitus,nan,nan,nan,nan,35.0,40.72140169337735,1/1/86,nan,{S. SrikantaO. P. GandaR. E. Gleason}
29,793918.0,nan,nan,nan,nan,nan,8.0,9.0,1/13/01,nan,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,nan,Responses to open peer commentaries on the subjective brain identity and neuroethics,nan,nan,nan,nan,9.0,9.0,1/9/01,nan,{G.R. Gillett}
31,880881.0,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,nan,nan,nan,-94325.0,52.0,6.0,1/8/12,nan,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,629530.0,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,nan,nan,nan,-94325.0,28.0,nan,1/7/09,nan,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,954388.0,Optimal Starting Age for School Attendance: FY76 Issue Analysis,nan,nan,nan,nan,0.0,0.0,1/1/74,274.56519916343296,{Marilou Madden}
34,379737.0,Bone density and body composition in young women with chronic fatigue syndrome.,nan,nan,nan,-94325.0,nan,nan,nan,nan,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,676042.0,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,nan,nan,nan,-94325.0,24.0,nan,1/15/02,nan,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,353972.0,nan,nan,nan,nan,-94325.0,3.0,3.0,1/8/01,nan,{B O Olley}
37,nan,Successful treatment of lung cancer by multimodal endobronchial interventions,nan,nan,nan,nan,88.0,2.0,1/14/01,nan,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168.0,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,nan,nan,nan,-94325.0,64.0,2.0,1/9/02,nan,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,nan,Out of harm's way: curbing violence in the ED,nan,nan,nan,nan,8.0,46.98790106484517,1/1/95,nan,{K. Sandrick}
40,473026.0,The incidence of contrast-induced nephropathy in trauma patients.,nan,nan,nan,-94325.0,nan,nan,1/8/06,nan,nan
41,372175.0,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,nan,nan,-94325.0,90.0,4.42557648345881,nan,nan,nan
42,110072.0,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,nan,nan,nan,-94325.0,nan,10.0,nan,nan,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
43,330553.0,Multiresistance of clinically relevant gram-positive cocci,nan,nan,nan,-94325.0,34.0,7.0,1/1/97,nan,nan
44,23215.0,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,nan,nan,nan,-94325.0,nan,1.0,1/14/01,nan,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,nan,nan,nan,nan,nan,nan,42.0,nan,1/10/01,nan,nan
46,86421.0,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,nan,nan,nan,-94325.0,71.0,nan,5/15/11,nan,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,433667.0,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,0.0,0.0,nan,nan,{NULL}
48,530323.0,Strategies for partner notification for sexually transmitted infections including HIV.,nan,nan,nan,-94325.0,10.0,-1.0,nan,nan,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
49,102893.0,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,nan,nan,nan,-94325.0,71.0,11.0,1/10/11,nan,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,864817.0,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,nan,nan,nan,21.0,0.0,1/10/01,nan,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,217725.0,Use of alendronate in peri-implant defect regeneration,nan,nan,nan,nan,294.46924647401374,2.0,1/1/99,nan,{P. C. WollanS. J. MerawC. M. Reeve}
52,730822.0,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,nan,nan,nan,-94325.0,76.0,5.0,1/1/94,nan,{Jayatunga APDark CHJahangiri MBradley JWP}
53,659297.0,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,nan,nan,nan,-94325.0,91.0,nan,1/12/11,nan,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,nan,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,nan,nan,nan,-94325.0,13.0,6.0,1/10/11,nan,{John W T@@oumbourouEva?? LesliePeter KremerJoanne W Williams}
