ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty#,empty,birmingham,al,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,%%empty,empty,al_scip-card-2
2,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty,empty,birmingham,al,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,sur%gery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
3,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty,,birmingham,al,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,sci%p-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty,empty,birmingham,al,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,#empty,a#l_s@@cip-inf-3
5,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty,empty,birmingham,al,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
6,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty,empty,birmingham,al,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip#-i??nf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empt%y,al_scip-inf-6
7,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty,empty,birmingham,al,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-v@@t%e-1
8,10018.0,callahan eye foundation hospital,1720 uni%versity blvd,empty,empty,birmingham,a??l,35233.0,jefferson,11632734614.57453,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,$sc$ip-vte-2,patients who got treatment  at the right time (within 24 hours before or a#fter their surgery) to help prev$ent blood clots after certain types of surgery,empty,,al_scip-vte-2
9,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empt%y,empty,shef@@field,al,35660.0,jefferson,2563864556.0,acute care ho$s$pitals,government - hospital district or authori?@@?ty,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,9@@7%#,33 patients,al_ami-1
10,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,%??empty,shef@@field,al,35660.0,jefferson,2563864556.0,acute care@@ hospitals,government - hospital district or authori?@@?ty,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,13% patients,al_ami-2
11,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,empty,shef@@field,al@$@,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authori?@@?ty,yes,hea#rt att$ack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
12,56268.17634359377,helen keller mem$orial hospital,1300 south montgomery avenue,,empty$,sheffield,al,35660.0,jefferson$,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,,shef@@field,al,35660.0,jefferson,2563864556.0,#acute care #hospitals,government - hospital district or authori?@@?ty,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,86%,14 patients,al_ami-5
14,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,??empt??y,shef@@field,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authori?@@?ty,yes,heart att??ack,ami-7a,heart attack patients given fibrinolytic medication within 30?? minutes of arrival,empty,0 patients,al_ami-7a
15,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,shef@@field,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authori?@@?ty,yes,heart attack,nan,heart attack patients given pc#i wit??hin 90 minutes of arrival,,0 patients,al_ami-8a
16,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,shef@@field,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authori?@@?ty,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
