ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,Late repair of injuries of the ana%l sphincter,eng,Proc R Soc Med,Proceedings of the Royal Society of Medicine,0035-9157 (Print) 0035-9157,64.0,12.0,1/1/71,1187-9,{A. G. ParksJ. F. McPartlin}
2,498345.0,Ebola Virus GP Gene Polya??denylation Versus RNA Editing.,ENG,The Journal of infectious diseases,J. Infect. Dis.,1537-6613,-1.0,-1.0,2/15/04,,{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,789958.0,Duane retraction syndrome assoc#iated with oculocutaneous albinism: an ocular miswiring.,eng,Indi??an journal of ophthalmology,Indian J Ophthalmol,0301-4738,277.3186099264095,4.0,1/6/12,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865.0,,??pol@@,nan,nan,1469-493X,84.0,0.0,1/13/01,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,2833566.7798749907,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,Dermatologic cl#inics,Dermatol Clin,1$558-0520,33.0,4.0,1/15/10,835-4#0,{Lauren C Pinter-Brown}
6,98234.0,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,nan,nan,1469-493X,10.0,4.0,1/9/01,185-91,{C. L. RomanoG. MineoC. BonoraD. Romano}
7,823730.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,e??ng$,Br Med Bull,British medical bulletin,0007-1420,29.0,,1/1/73,163-7,
8,729712.0,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,En??glish; ABSTRA#CT LANGUAGE:English,nan,nan,1469-493X,164.0,1.0,1/1/07,43-49,{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,3.7821430943164738,1385-4046,25.0,7.0,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,1990431.2726415663,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,,nan,nan,1469-493X,79.0,938.0,1/6/01,,{K. FlemingK. DonatoK. Leszczynski}
11,184417.0,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,,nan,nan,1469-493X,14.0,5.0,1/9/01,317-3%25,{J. L. LiP. Newcomb}
12,729686.0,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,,nan,Int J Clin Exp Med,1469-493X,8.0,6.0,1/15/01,10213#-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,Acta Obstet Gynecol Scand,Acta obstetricia et gynecologica Scandinavica,0001-6349 (Print) 0001-6349,92.0,6.0,1/13/01,$711??-5,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,,nan,nan,1469-493X,,5.0,1/11/01,S40,
15,53321.0,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,nan,nan,1469-493X,35.0,8.0,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601.0,,eng,British Journal of Dermatology. ,4.225166405049315,0007-0963,140.0,5.0,5/1/#99,919-21,{R S# L%everS A Holme}
17,,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,eng,Clinical Interventions In Aging,Clin Interv Aging,1178-1998,7.0,-1.0,1/12/01,185-90,
18,282987.0,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,,nan,nan,1469-493X,0.0,4.0,,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292.0,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,nan,nan,1469-493X,139.0,3.0,1/1/97,257-8#,{Y TakagiN HashimotoY Goto}
20,,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,39.0,6.0,1/7/06,991-5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,82614.0,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,nan,Cancer Prev Res (Phila),1469-493X,6.0,12.0,1/13/12,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526.0,A performance improvement process to tackle tachysystole,English,nan,nan,1469-493X,40.0,0.0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411.0,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,,Cardiovascular and interventional radiology,Cardiovasc Intervent Radiol,1432-086X,37.0,33.26076122538906,1/14/12,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo Co$rnalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,569841.0,Effects of chemo#therapy in AIDS-associated non-Hodgkin's lymphoma on Kapos%i's sarcoma herpesvirus DNA in blood.,eng,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,J. Clin.% Oncol.,1527-7755,27.0,15.0,5/20/09,2496#-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,6207.0,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,,nan,nan,1469-493X,47.0,7.0,1/12/01,785-794,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
26,21910.0,Examining waiting placement in hospital: utilization and the lived experience.,eng,Global journal of health science,Glob J Hea$#lth Sci,1@@9@@16-9736,6.0,,1/14/03,22-Dec,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,378490.0,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,,The Jour%nal of clinical psychiatry,J Clin Psychiatry,1555-2101,69.0,,1/8/12,1892-900,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878.0,Diminished A-cell secretion in the early phase of type I diabetes mellitus,Engl#ish,nan,nan,1469-493X,35.0,11.0,1/1/86,1074-1077,{S. SrikantaO. P. GandaR. E. Gleason}
29,793918.0,Strong stability# and host @@specific bacterial community in faeces of ponies.,eng,PLoS One,P$loS one,1932-%6@@203,,9.0,1/13/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166.0,Responses to open peer commentaries on the subjective brain identity and neuroethics,English,nan,nan,1469-493X,9.0,50.84176117494997,%1/9/01,W1-W4,{G.R. Gillett}
31,880881.0,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,Korean J Gastroenterol,1598-9992,52.0,,1/8/12,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,629530.0,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,nan,nan,1469-493X,28.0,17.0,1/7/09,2077-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,954388.0,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,1469-493X,0.0,0.0,1/1/74,46,{Marilou Madden}
34,379737.0,Bone density and body composition in young women with chronic fatigue syndrome.,,nan,nan,1469-493X,904.0,-1.0,5/1/00,625-7,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,676042.0,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,J Stroke Cerebrovasc Dis,1532-8511,100.02885479514282,2.0,1#/15@@/02,362-9,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHa#n Yan}
36,,,,Vulnerable Children and Youth Studies,3.1626895036925258,1745-0128 1745-0136,3.0,14.93131304025291,1/8/01,243-24??8,
37,968125.0,,English,Respiration; international review of thoracic diseases,Respiration,0025-7931,88.0,2.0,1/14/01,144-147,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168.0,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,eng,Neurosurgery,Neurosurgery,1524-4040,,2.0,1/9%@@/02,316-26; discussion 326-7,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,732534.0,Out of harm's way: curbing violence in the ED,English,nan,Health Facil Manage,1469-493X,,10.0,1/1/95,,{K. Sandrick}
40,473026.0,The incidence of contrast-induced nephropathy in trauma patients.,eng,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J Emerg Med,14@@73#-5695,15.0,3.0,,134-9,{Rich SinertShoma DesaiAntonia H??ippCarmen Lopez}$
41,372175.0,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,,nan,nan,1469-493X,90.0,1.0,,S39%#8,
42,645191.9233843174,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,nan,nan,1469-493X,34.0,,1/14/10,1681-7,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
43,330553.0,Multiresistance of clinically relevant gram-positive cocci,,nan,nan,1469-493X,34.0,,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
44,,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,Journal of the American Board of Family Medicine : JABFM,J Am B@@oard F%am Med,1557-2625,27.0,1.0,1/14/01,42-55,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,719532.0,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,,nan,nan,1469-493X,42.0,12.0,1/10/01,2331-2337,{R. LuckP. MagoN. Fumo}
46,435574.64045121113,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,Cancer research,Cancer Res.,1538-7445,71.0,57.186366646870326,5/15/11,Sep-82,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,,nan,nan,1469-493X,0.0,0.0,,,{NULL}
48,530323.0,Strategies for partner notification for sexually transmitted infections including HIV.,eng,nan,nan,1469-493X,10.0,-1.0,#1%/13/01,CD002843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
49,102893.0,,eng,The Jour%nal of clinical psychiatry,J Clin Psychiatry,1555-2101,71.0,11.0,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,864817.0,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,4.42200487052537,nan,4.09269559194097,1469-493X,21.0,,1/10/01,viii284,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,217725.0,Use of alendronate in peri-implant defect regeneration,English,nan,nan,1469-493X,70.0,7.331511757846507,1/1/99,,{P. C. WollanS. J. MerawC. M. Reeve}
52,3159823.827572487,,English; ABSTRACT LANGUAGE:English,Annals of the Ro%yal College of #Surgeons of England,An??n R Co%ll Surg Engl,0035-8843,,5.0,1/1/94,324-%32@@6,{Jayatunga APDark CHJahangiri MBradley JWP}
53,659297.0,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,eng,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists,Am J Phys Med Rehabil,1537-7385,91.0,46.348153223320494,1/12/11,984%-98,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,42247.0,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng??%,Journal of science and medicine in sport / Sports Medicine Australia,J Sci Med Sport,1878-1861,13.0,6.0,1/10/11,597-601,{John W ToumbourouEva LesliePeter KremerJoanne W Williams}
