ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,yes,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,ak_scip-inf~!%-1
3,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10018.0,callahan eye foundation hospital,1720 university blvd,60%,empty,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,scip-inf-3,yse,empty,empty,al_scip-inf-3
5,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,ak_scip-inf-4
6,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,al_scip-inf-4,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,eupty
7,33110.99359338379,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
8,10018.0,callahan eye foundation hospital,1720 university blvd,whdowef,acute cale hospitals,birmingham,al,35233.0,rs,2053258100.0,acute care hospitals,voluntary non-profit - private,280 patients,surgical infection prevention,#1912 alabama%~! highway 157,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,47309.79300116736,helen keller memorial hospital,1300 south montgomery avenue,empty,pty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,200 patients,heata trtack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,h traeattack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,ilbamif2
11,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,emtpy,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,hear,ami-3,he)dsvl( noitcnufsyd cilotsys ralucirtnev tfel rof bra ro rotibihni eca nevig stneitap kcatta tra,75%,4 patients,prattville
12,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,heartattack,ami-4,heart attack patients given smoking cessation advice/counseling,scip-inf-6,4 patients,al_ami-4
13,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,heartkcatta ,ami-5,heart attack patients given beta blocker at discharge,86%,voluntary non-p%rofit - private,al_ami-5
14,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,LIP,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
15,46346.151266307286,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,200 patients,heartattack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
16,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,heart failure,hf-1,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
17,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,an#c#horage,al_hf-2
18,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
19,10019.0,pneumonia patients given the most appropriate initial antibiotic(s),1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,th,200 patients,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hf-4
20,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,empty,dothan,al,36302.0,houAtav,3347938701.0,acute cale hospitals,government - hospital district or authority,s,heata trtack,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
21,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),dothan,al,36302.0,houAtav,3347938701.0,azute care hospftals,government - hospital district or authority,s,h traeattack,ami-2,heart attack patients given aspirin at discharge,4370westmainstreet,516 patients,ilbamif2
22,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,empty,dothan,al,36302.0,houAtav,3347938701.0,acute care hospitals,government - hospital district or authority,s,hear,ami-3,he)dsvl( noitcnufsyd cilotsys ralucirtnev tfel rof bra ro rotibihni eca nevig stneitap kcatta tra,96%,71 patients,prattville
23,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,empty,dothan,al,36302.0,houAtav,3347938701.0,clarke##??,government - hospital district or authority,s,heartattack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_ami-4
24,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,empty,dothan,al,36302.0,houAtav,3347938701.0,acute care hospitals,government - hospital district or authority,s,heartkcatta ,ami-5,heart attack patients given beta blocker at discharge,99%,441 patients,al_ami-5
25,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,empty,dothan,al,36302.0,houAtav,3347938701.0,acute care hospitals,government - hospital district or authority,s,LIP,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,ents,al_ami-7a
26,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,empty,dothan,l,36302.0,houAtav,3347938701.0,acute care hospitals,government - hospital district or authority,s,heartattack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,al_ami-8a
27,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,propritKarC,dothan,al,36302.0,houAtav,3347938701.0,acute care hospitals,government - hospital district or authority,s,heart failure,hf-1,heart failure patients given discharge instructions,78%,455 patients,al_hf-1
28,10001.0,southeastalabamamedicalcenter,1108 ross clark circle,empty,empty,dothan,al,36302.0,houAtav,3347938701.0,acute care hospitals,government - hospital district or authority,s,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf-2
