index,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1501,1227.0,Hoppy Bitch IPA,American IPA,71.70217052856404,0.063,,450,Northwest Brewing Company,Pacific,WA
1502,1226.0,Three Skul$ls %%Ale Pale Ale,American Pale Ale (APA),16.0,0.063,42.0,450,Northwest Brewing Company,Pacific,WA
1503,541.0,Walter's Premium Pilsener Beer,German Pilsener,12.0,0.045,,529,Northwoods Brewpub,Eau Claire,WI
1504,109.0,' Crapp,American Pale Wheat Ale,12.0,0.045,,529,Northwoods Brewpub,Eau Claire,WI
1505,1917.0,Left of the Dial IPA,American IPA,12.0,0.043,,271,Notch Brewing Company,Ipswich,MA
1506,1190.0,Notch Session Pils,Czech Pilsener,12.0,0.04,,271,Notch Brewing Company,Ipswich,MA
1507,1264.0,O'Fallon Pumpkin Beer,Pumpkin Ale,12.0,0.055,,442,O'Fallon Brewery,O'Fallon,O
1508,1258.0,5 Day IPA,American IPA,12.0,0.061,66.0,442,O'Fallon Brewery,O'Fallon,MO
1509,128.0,O'Fallon Wheach,Fruit / Vegetable Beer,12.0,0.051,7.0,442,O'Fallon Brewery,O'Fallon,MO
1510,2331.0,Watershed IPA,American IPA,12.0,0.067,70.0,150,Oakshire Brewing,Eugene,OR
1511,1669.0,Oakshire Amber Ale,American Amber / Red Ale,12.0,0.054,24.0,150,Oakshire Brewing,Eugene,OR
1512,1668.0,Overcast Espresso Stout,American Stout,12.0,0.058,27.0,150,Oakshire Brewing,Eugene,OR
1513,4081.252739377571,Watershed IPA (2013),American IPA,12.0,0.067,70.0,150,Oakshire Brewing,Eugene,OR
1514,2247.0,Lake Monster,Baltic Porter,87.777950928118,0.082,25.0,184,Oasis Texas Brewing Company,Austin,TX
1515,2071.0,London Homesick Ale,English Bitter,12.0,0.049,27.0,184,Oasis Texas Brewing Company,Austin,TX
1516,2070.0,Luchesa Lager,Keller Bier / Zwickel Bier,12.0,0.048,35.0,184,Oasis Texas Brewing Company,FustiM,TX
1517,2069.0,Slow Ride,American Pale Ale (APA),12.0,0.048,35.0,184,Oasis Texas Brewing Company,Austin,TX
1518,2192.0,Occidental Hefeweizen,American Pale Wheat Ale,16.0,0.047,,200,Occidental Brewing Company,Portland,OR
1519,1130.0,Occidental Dunkel,Dunkelweizen,16.0,0.051,,200,Occidental Brewing Company,Portland,OR
1520,4264.88177465102,Occidental Altbier,Altbier,16.0,0.05,,200,Occidental Brewing Company,a,OR
1521,1081.0,Occidental Kölsch,Kölsch,16.0,0.045,,200,Occidental Brewing Company,Portland,OR
1522,2335.0,Perpetual Darkness,Belgian Strong Dark Ale,12.0,0.092,333.9645789025093,148,Odyssey Beerwerks,Arvada,CO
1523,2334.0,Clan Warrior,Scotch Ale / Wee Heavy,12.0,0.087,29.0,148,Odyssey Beerwerks,Arvada,CO
1524,2333.0,Psycho Penguin Vanilla Porter,American Porter,12.0,0.054,36.0,148,Odyssey Beerwerks,Arvada,CO
1525,1721.0,Heliocentric Hefeweizen,Hefeweizen,12.0,0.047,,148,Odyssey Beerwerks,Arvada,CO
1526,1720.0,Ghose Drifter Pale Ale,American Pale Ale (APA),12.0,0.051,,148,Odyssey Beerwerks,Arvada,CO
