ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,32190.65994498756,callahan eye foundation hospital,1720 university blvd,empty,empt#y,birmingham,al,35233.0,jefferson,11542725412.988909,nan,vol??untary non-profit - pri@@vate,yes,nan,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,nan,al_scip-card-2
2,10018.0,nan,1720 university blvd,empty,empty,nan,nan,35233.0,jefferson,nan,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,nan
3,nan,callahan eye #foundat??ion hospital,1720 university blvd,empty,empty,nan,al,nan,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,empty,al_scip-inf-2
4,nan,nan,1720 university blvd,empty,empty,nan,al,nan,nan,nan,acute care hospitals,voluntary non-profit - private,yes,nan,scip-inf-3,nan,nan,nan,al_scip-inf-3
5,nan,nan,nan,empty,empty,nan,al,nan,jefferson,nan,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,nan,al_scip-inf-4
6,nan,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,nan,jefferson,8287498900.114905,acute care hospitals,nan,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,empty,al_scip-inf-6
7,10018.0,callahan eye foundation hospital,1720 uni$versity blvd,empty,empty,nan,al,35233.0,nan,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,nan,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
8,nan,callahan eye foundation hospital,1720 university blvd,empty,empty,nan,al,nan,nan,nan,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,nan,al_scip-vte-2
9,nan,nan,1300 south montgomery avenue,empty,empty,nan,al,nan,jefferson,nan,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,100%,8 patients,al_ami-1
10,nan,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,nan,al,nan,nan,nan,acute care hospitals,government - hospital district or authority,nan,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
