ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,nan,Pub Beer,American Amber / Red Ale,12.0,nan,nan,84,Keweenaw Brewing Company,Bend,OR
2,2265.0,Middleton,American Pale Ale (APA),12.0,0.066,nan,177,18th Street Brewery,Gary,IN
3,2264.0,Rise of the Phoenix,American IPA,12.0,0.071,nan,177,18th Street Brewery,Gary,IN
4,2263.0,Sinister,American Double / Imperial IPA,12.0,0.09,nan,177,18th Street Brewery,Gary,IN
5,2262.0,Sex and Candy,American IPA,12.0,0.075,nan,177,18th Street Brewery,Gary,IN
6,2261.0,Black Exodus,404,12.0,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260.0,Lake Street Express,American Pale Ale (APA),12.0,0.045,nan,177,18th Street Brewery,Gary,IN
8,2259.0,Foreman,American Porter,12.0,0.065,nan,177,18th Street Brewery,Gary,IN
9,nan,Jade,American Pale Ale (APA),12.0,0.055,nan,177,18th Street Brewery,Gary,IN
10,nan,Cone Crusher,American Pale Ale (APA),12.0,nan,nan,84,Keweenaw Brewing Company,Gary,IN
11,nan,Sophomoric Saison,American Pale Ale (APA),12.0,nan,nan,84,Keweenaw Brewing Company,Gary,IN
12,2098.0,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.073,nan,177,18th Street Brewery,Gary,IN
13,2097.0,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,nan,177,18th Street Brewery,Gary,IN
14,1980.0,Troll Destroyer,Belgian IPA,12.0,0.085,nan,177,18th Street Brewery,Hopsmith Pale Lager,Crow Peak Brewing Company
15,1979.0,Bitter Bitch,American Pale Ale (APA),12.0,nan,60.0,177,18th Street Brewery,Gary,IN
16,2318.0,Ginja Ninja,Fear of a Brett Planet,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
17,2170.0,Cherried Away,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169.0,Rhubarbarian,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,1502.0,BrightCider,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
