ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,7162.787013274478,Pub Beer,American Pale Lager,12.0,0.05,nan,408,10 Barrel Brewing Company,Bend,OR
2,2265.0,Devil's Cup,American Pale ??Al%e (APA),68.66450667760122,0.066,nan,177,18th Street Brewery,Gary,IN
3,2264.0,Rise of the Phoenix,American IPA,12.0,0.071,nan,177,18th Street Brewery,Gary,I??N#
4,nan,nan,American IPA,16.0,0.09,nan,25,nan,Gary,IN
5,nan,nan,American IPA,16.0,0.072,nan,25,18th Street Brewery,G$a%ry,IN
6,nan,nan,American IPA,16.0,0.077,nan,25,nan,Gar??y,IN
7,2260.0,Lake Street Express,American Pale Ale (APA),12.0,0.045,nan,177,18th Street Brewery,#Gary,IN
8,2259.0,Foreman,American Porter,nan,0.065,nan,177,18th Street Brewery,Gary,#$IN
9,2258.0,#Jade??,American Pale Ale (APA),12.0,0.2020719252441047,nan,177,18th Street Brewery,Gary,#I%N
10,nan,nan,American IPA,16.0,0.072,nan,25,18th Street Brewery,nan,IN
11,12015.446439208028,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.072,nan,177,18th Street Brewery,Gary,IN
12,8553.44139226309,Regional Ring Of Fire,Saison / Farmhouse Ale,36.03837745267283,0.073,nan,177,18th Street Brewery,Gary,$%IN
13,2097.0,Garce Selé,Saison / Farmhouse Ale,12.0,0.4033820316710721,nan,177,18th ??Street?? Brewery,Gary,IN
14,1980.0,Troll Destroyer,Belgian IPA,55.47964330012164,0.085,nan,177,18th Street Brewery,Gary,IN
15,1979.0,Bitter Bitch,American Pale Ale (??APA),12.0,0.2463064276993672,60.0,177,18th Street Brewery,Gary,I$N
16,2318.0,Ginja Ninja,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
17,2170.0,Cherried Away,nan,12.0,0.06,nan,154,2 Towns Ciderhouse,nan,OR??
18,2169.0,Rhubarbarian,Cider,12.0,0.06,nan,nan,2 Tow@@ns Ciderho$use,Corvallis,OR
19,5945.451388130062,BrightCider,Cider,12.0,0.06,nan,nan,2 Towns Ciderhouse,Corvallis,OR
20,1593.0,He Said Baltic-Style Porter,Baltic Porter,12.0,0.082,nan,1514.0887168773606,21st Amendment Brewery,San Francisco,@@CA%
21,1592.0,He Said Belgian-Style Tripel,American IPA,68.69397848921054,0.07,nan,368,21st Amendment B??rewery,San Francisco,CA
22,1036.0,Lower De Boom,American Barleywine,8.4,0.099,366.3203824144589,368,21st Amendment% Brewery,nan,CA
23,1024.0,Fireside Chat,American IPA,12.0,0.07,45.0,368,21st Amendment Brewery,San Francisco,CA
24,976.0,Marooned On Hog Island,Ame??rican Stout,12.0,0.07,nan,368,21st Amendment Brewery,San Francisco,CA
25,876.0,Bitter American,American Pale Ale (APA),12.0,0.044,42.0,368,21st Amendment Brewery,San Francisco,CA
26,nan,Hell or Hi@@gh Watermelon Wheat (2#009),American IPA,12.0,0.07,85.20830329785683,368,21st Amendment Brewery,San Francisco,CA
27,nan,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.07,17.0,368,21st Amendment Brewery,San Francisco,CA
28,nan,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.07,17.0,368,21st Amendment Brewery,San @@Franci$sco,CA
29,799.0,21st Amendment IPA (2006),American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,San Francisco,CA
30,2927.565761219671,Brew Free! or Die IPA (2008),American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,San Francisco,CA
31,2816.466847722884,Brew Free! or Die IPA (2009),American IPA,12.0,0.07,357.24542280036195,368,21st# Amendment Brewery,San Francisco,CA
32,nan,Special Edition: Allies Win The War!,American IPA,12.0,0.085,52.0,1427.5097077963837,nan,San Francisco,CA
