ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,??airtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,nan
3,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
4,boston,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m??.%,7:55 p.m.
6,flightaware,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,nan
7,flightexplorer,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
8,flights,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
9,flightstats,AA-1007-MIA-PHX,4:55 p.m.,nan,8:05 p.m$.%,7:55 p.m.
10,flightview,nan,nan,nan,8:05 p.m.,7:55 p.m.
11,flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
12,flytecomm,nan,nan,nan,8:@$@05 p.m.,7??:55 p@@.m.
13,foxbusiness,AA@@-1007-MIA-@@PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
14,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
16,myrateplan,AA-1007-MIA-PHX,4#:55% p.m.,5:08 p.m.,8:05 p.m.,nan
17,nan,AA-1007-MIA-PHX,nan,nan,nan,7:55 p#.m.
18,orbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
19,panynj,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
20,quicktrip,%AA-1007-MIA-PHX$,4??:55 p.m.,nan,8:05 p.m.,nan
21,wunderground,AA-1007-MIA-PHX,4:5$5 %p.m.,5:08 p.m.,8:05 p.m.,nan
22,aa,AA-1165-JFK-MIA,nan,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,airtravelcenter,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,nan,10:04 a.m.
24,al#legiantair??,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
25,boston,nan,nan,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,businesstravellogue,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
27,flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
28,flightexplorer,AA-1165-JFK-MIA,nan,7:22 a%.m%.,10:34 a.m.,10:04 a.m.
29,flights,nan,6:59 a.m.,7:22 a.m.,nan,10:04 a.m.
30,f#lightstats,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
31,flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,nan
32,flylouisville,AA-1165-JFK-$MIA,6:59 a.m.,7:22 a.m.,1@@0:34 a.m.#,10:04 a.m.
33,nan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
34,foxbusiness,AA-1165-JFK-MIA,6:59 a.$m.,7:22 a.m.,nan,10:04 a.m.
