ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
3,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
4,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,7:55 p.m.
5,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
6,nan,nan,4:55 p.m.,nan,8:05 p.m.,nan
7,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
8,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
9,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
10,nan,nan,4:55 p.m.,nan,8:05 p.m.,nan
11,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
12,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
13,foxbusiness,nan,nan,nan,nan,nan
14,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
16,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
17,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
18,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
19,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
20,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,nan,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
22,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,airtravelcenter,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
24,allegiantair,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,nan,10:04 a.m.
25,boston,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
26,businesstravellogue,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
27,flightaware,AA@@-1165-JFK??-MIA,6:59 a.m.,7:22 a.m.,nan,10:04 a.m.
28,nan,nan,nan,nan,10:34 a.m.,10:04 a.m.
29,flights,AA-1165-JFK-MIA,6:59 @@a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
30,flightstats,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
31,flightview,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
32,flylouisville,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
33,flytecomm,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
34,foxbusiness,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,nan,10$:04 a.m@@.
35,gofox,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
36,helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
37,nan,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
38,myrateplan,nan,6:59$ @@a.m.,nan,10:34 a.m.,nan
39,mytripandmore,nan,6:59 a.m.,7:22 a.m.,nan,10:04 a.m.
40,orbitz,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
41,panynj,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
42,quicktrip,nan,6:59 a.m.,nan,10:34 a.m.,nan
43,travelocity,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
44,weather,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:#34 a.m.,10:04 a.m.
45,nan,nan,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
46,wunderground,AA-1165-JFK-MIA,6:59 a.m.,nan,nan,10:04 a.m.
47,nan,AA-1221-MCO-ORD,nan,nan,nan,9:53 p.m.
48,airtravelcenter,nan,8:00 p.m.,nan,9:45 p.m.,nan
49,allegiantair,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
50,nan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
51,businesstravellogue,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
52,flightarrival,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
53,flightaware,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,nan,9:53 p.m.
54,flightexplorer,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
55,flights,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
56,nan,nan,8:00 p.m.,nan,9:45 p.#m.,nan
57,flig#htview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
58,flylouisville,AA-1221-MCO-ORD,8:00 p.m.,nan,nan,9:53 p.m.
59,flytecomm,AA-1221-MCO-ORD,nan,nan,nan,9:53 p.m.
60,foxbusiness,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
61,gofox,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
62,nan,nan,nan,nan,9:45 p.m.,nan
63,@@mco,AA-1221-MCO-ORD,8:00 p.m.,8:@@23 p.m.,nan,9:53 p.m.
64,myrateplan,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
65,mytripandmore,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,nan,9:53 p.m.
66,orbitz,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
67,nan,AA-1221-MCO-ORD,nan,nan,9:45 p.m.,9:53 p.m.
68,panynj,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
69,quicktrip,AA-1221-MCO-ORD,8:00 p.m.,nan,9:45 p.m.,9:5%%3 p.m.
70,travelocity,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
71,usatoday,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
72,weather,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
73,world-flight-tracker,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
