ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,Late repair of injuries of the anal s$phincter,nan,Proc R Soc Med,Proceedings of the Royal Society of Medicine,nan,288.6437961315162,12.0,1/1/71,1187-9,nan
2,498345.0,Ebola Virus GP Gene Polyadenylation Versus RNA Editing.,ENG,The Journal of infectious diseases,nan,1537-6613,-1.0,-1.0,2/15/04,nan,nan
3,789958.0,nan,nan,nan,nan,nan,nan,4.0,nan,283-4,{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,169865.0,[Noninvasive pre??natal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA],pol,nan,nan,nan,84.0,0.0,1/13/$0#1,714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal DNA]-,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,nan,Diagnosis and Management of Cutaneous B-cell Lymphoma.,eng,nan,nan,nan,0.0,nan,nan,nan,{Lauren C Pinter-Brown}
6,nan,Pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,nan,nan,nan,10.0,4.0,1/9/01,185-91,nan
7,823730.0,Activation and blockade of beta adrenoceptors in common cardiac disorders,eng,Br Med Bull,British medical bulletin,0007-1420,29.0,2.0,1/1/73,163-7,{B N PrichardJ W Black}
8,729712.0,nan,nan,nan,nan,nan,nan,1.0,nan,43-49,nan
9,nan,Awareness of deficits and on-road driving performance,English,Clinical Neuropsychologist,nan,%1385-4046,nan,7.0,1/11/01,1158-78,{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,nan,A comparative evaluation of two head and neck immobilization devices using electronic portal imaging,nan,The British journal of radiology,nan,nan,79.0,938.0,1/6/01,158-61,{K. Fl@@emingK. Donat#oK. Leszczynski}
11,184417.0,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual ??effects,nan,$Transportation Research Part D-Transport and Environment,nan,1361-9209,14.0,5.0,1??/9/01,317-325,{J. L??. LiP. Newcomb}
12,729686.0,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,English,nan,nan,1940-5901,8.0,6.0,1/15/01,10213-10224,{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,278396.0,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,nan,Acta obstetricia et gynecologica Scandinavica,0001-6349 (Print) 0001-6349,92.0,nan,1/13/01,711-5,{T. S. Mikkol$aS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,nan,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,nan,nan,nan,0.0,0.0,nan,nan,{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,nan,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,nan,nan,nan,35.0,8.0,1/11/01,1245-50,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,13601.0,Latex allergy in atopic children.,eng,British Journal of Dermatology. ,nan,0007-0963,140.0,5.0,5/1/99,919-21,{R S LeverS A Holme}
17,nan,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietnamese.,nan,nan,nan,nan,0.0,0.0,nan,nan,{Andreas KruseManh Hung Nguyen}
18,282987.0,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,eng,Cochrane Database Syst Rev,nan,nan,0.0,4.0,1/5/01,Cd004797,{J. H. LittellM. PopaB. Forsythe}
19,478292.0,nan,eng,nan,nan,nan,nan,3.0,nan,257-8,{Y TakagiN HashimotoY Goto}
20,43736.0,Effect of pedal$ing technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Med Sci Sports Exerc,0195-9131,39.0,6.0,1/7/06,991-??5,{James C MartinIan MayhewLee M RomerThomas Korff}
21,nan,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,nan,nan,nan,0.0,0.0,nan,nan,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,163526.0,A performance improvement process to tackle tachysystole,nan,nan,nan,nan,nan,0.0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,nan
23,nan,nan,eng,nan,nan,nan,nan,2.0,nan,1530-9,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,2455740.432032471,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,Journal of clinical oncology : o#f??ficial journal of the American Society of Clinical Oncology,nan,1527-7755,27.0,79.63266200820131,5/20/09,2496-502,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,6207.0,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,nan,Scandinavian Journal of Gastr$oenterology,nan,nan,47.0,7.0,1/12/01,785-794,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaT@@imo SorsaLaura Makitalo}
26,84016.00697971958,Examining waiting placement in hospita#l: u#tilization and the lived experience.,eng,Global journal of health science,Glob J Health Sci,1916-9736,6.0,2.0,1/14/03,22-Dec,nan
27,nan,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,The Journal of clinical psychiatry,J Clin Psychiatry,nan,69.0,53.50699070123847,#1/8/12,1892-900,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,971878.0,Diminished A-cell secretion in th$e ear#ly phase of type I diabetes mellitus,nan,Metabolism: Clinical and Experimental,nan,nan,35.0,11.0,1/1/86,1074-1077,nan
