ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.??m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,ai#rtravelcenter,AA-1007-MIA-PHX,4:55 p.m.,nan,8:05 p.m.,7:55 p.m.
3,allegiantair,nan,nan,nan,nan,7:55 p.m.
4,boston,nan,4:55 p.m.,nan,nan,7:55 p.m.
5,businesstravellogue,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,??7:55 p.m.
6,fligh??t??aware,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
7,nan,nan,nan,nan,nan,7:55 p.m.
8,flights,nan,4:55 p.m.,nan,nan,7:5#5 p.m.
9,nan,nan,4:55 p.m.,nan,nan,7:%55?? p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
11,flylouisville,nan,nan,nan,nan,7:55 p.m.
12,%fly??tecomm,nan,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m????.
13,foxbusiness,nan,4:55 p.m.,nan,nan,7:#55 p.m.$
14,gofox,AA-1007-MIA-PHX,4:55 p.m.,nan,nan,7:55 p.m.
15,nan,nan,4??:55 #p.m.,nan,nan,7:55 p.m.
16,myrateplan,nan,4:55 p.m.,nan,8:05 p.m.,7:55 p.m.
17,mytripandmore,nan,4:55 p.m.,nan,nan,7:55 p.m.
18,orbitz,nan,nan,nan,nan,7:55 p.m.
19,nan,nan,4:55 p.m.,nan,nan,7:55 p.m.
20,quicktrip,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
21,nan,nan,4:55 p.m.,nan,nan,7:55 p.m.
22,aa,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,airtravelcenter,nan,6:59 a.m.,nan,nan,10:04 a.m.
