ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,airtravelcenter,AA-1007-MIA-PHX,nan,nan,8:05 p.m.,7:55 p.m.
3,allegiantair,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
4,boston,nan,nan,nan,8:05 p.m.,nan
5,businesstravellogue,AA-1007-MIA-PHX,nan,nan,8:05 p.m.,7:55 p.m.
6,flightaware,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
7,flightexplorer,nan,nan,nan,8:05 p.m.,7:55 p.m.
8,flights,nan,nan,nan,nan,7:55 p.m.
9,flightstats,nan,nan,nan,8:05 p.m.,7:55 p.m.
10,flightview,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,nan,7:55 p.m.
11,flylouisville,nan,nan,nan,8:05 p.m.,7:55 p.m.
12,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
13,foxbusiness,nan,nan,nan,8:05 p.m.,7:55 p.m.
14,gofox,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
15,helloflight,nan,nan,nan,8:05 p.m.,nan
16,myrateplan,nan,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
17,mytripandmore,nan,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
18,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
19,panynj,nan,nan,nan,8:05 p.m.,7:55 p.m.
20,quicktrip,nan,nan,nan,8:05 p.m.,7:55 p.m.
21,wunderground,nan,nan,nan,8:05 p.m.,7:55 p.m.
22,aa,AA-1165-JFK-MIA,nan,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,airtravelcenter,AA-1165-JFK-MIA,nan,nan,10:34 a.m.,10:04 a.m.
24,allegiantair,nan,nan,nan,10:34 a.m.,10:04 a.m.
25,boston,nan,nan,nan,10:34 a.m.,10:04 a.m.
26,nan,nan,nan,nan,10:34 a.m.,10:04 a.m.
27,flightaware,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
28,flightexplorer,nan,nan,nan,10:34 a.m.,10:04 a.m.
29,flights,nan,nan,nan,10:34 a.m.,nan
30,flightstats,nan,nan,nan,nan,10:04 a.m.
