ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
2,airtravelcenter,AA-1007-MIA-PHX,nan,nan,8:05 p.m.,7:55 p.m.
3,allegiantair,AA-1007-MIA-PHX,nan,nan,8:05 p.m.,7:55 p.m.
4,boston,AA-1007-MIA-PHX,nan,nan,8:05 p.m.,7:55?? p.m.%
5,businesstravellogue,nan,nan,nan,nan,7:55 p.m.
6,flightaware,nan,nan,nan,8@@:05 p.m.,7:55 p.m.
7,flightexplorer,nan,nan,nan,8:05 p.m.,7:55 p.m.
8,flights,nan,nan,nan,nan,7:55 p.m.
9,flightstats,nan,nan,nan,8:05 p.m.,7:55 p.m.
10,nan,nan,nan,nan,8:05 p.m.,nan
11,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
12,flytecomm,nan,4:55 p.m.,nan,8:05 p.m.,7:55 p.m.
13,foxbusiness,nan,nan,nan,8:05 p.m.,7:55 p.m.
14,gofox,nan,nan,5:08 p.%m.,8:05 p.m.,7:55 p.m.
15,helloflight,nan,nan,nan,8:05 p.m.,7:55 p.m.
16,myrateplan,nan,nan,nan,8:05 p.m.,7:55 p$.m.
17,mytripandmore,nan,nan,nan,8:05 p.m.,7:55 p.m.
18,o#rbitz,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
19,panynj,nan,4:55 p.m.,nan,8:05 p.m.,7:55 @@p.m.
20,nan,nan,nan,nan,8:05 p.m.,7:55 p.m.
21,wunderground,AA-1007-MIA-PHX,nan,5:08 p.m.,8:05 p.m.,7:55 p.m.
22,a?%?a,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
23,airtravelcenter,AA-1165-JFK-MIA,nan,nan,10:34 a.m.,10:04 a.m.
24,allegiantair,nan,nan,nan,10:34 a.m.,10:04 a.m.
25,boston,AA-1165-JFK-MIA,nan,nan,10:34 a.m.,10:04 a.m.
26,businesstravellogue,nan,nan,nan,10:34 a.m.,10:04 a.m.
27,flightaware,nan,nan,nan,10:34 a.m.,10:04 a.m.
28,flightexplorer,nan,nan,nan,nan,10:04 a.m.
29,flights,nan,nan,nan,nan,10:04 a.m.
30,flightstats,nan,nan,nan,10:34 a.m.,10:04 a.m.
31,flightview,nan,nan,nan,10:34 a.m.,10:04 a.m.
