ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,nan,nan,American Pale Lager,12.0,nan,nan,nan,nan,Bend,OR
2,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,Gary,IN
3,2264.0,Rise of the Phoenix,Americ%an IPA,12.0,0.2409105964840668,nan,177,1$8th Str??eet Brewery,Gary,IN
4,nan,nan,American Double / Imperial IPA,16.0,nan,nan,25,Sun King Brewing Company,nan,IN
5,nan,nan,American IPA,12.0,nan,nan,nan,nan,Gary,IN
6,2261.0,Black Exodus,Oatmeal Stout,12.0,0.077,nan,177,18th Street Brewery,Gary,IN
7,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,Gary,IN
8,nan,nan,American Porter,12.0,0.06,nan,nan,nan,Gary,IN??
9,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,18th Street Brewery,Gary,IN
10,nan,nan,American Double / Imperial IPA,12.0,nan,nan,nan,nan,Gary,nan
11,nan,nan,Saiso%n / Farmhouse Ale,16.0,nan,nan,25,Sun King Brewing Company,Ga%ry,IN
12,nan,nan,nan,12.0,nan,nan,nan,nan,Gary,IN
13,2097.0,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,nan,177,18th Street Brewery,Gary,IN
14,nan,Troll Destroyer,Belgian IPA,16.0,nan,nan,25,Sun King Brewing Company,Gary@@,IN
15,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,18th Street Brewery,nan,IN
16,nan,nan,Cider,12.0,nan,nan,nan,nan,Corvallis,OR
17,nan,nan,Cider,12.0,nan,nan,nan,nan,Corvallis,OR
18,nan,nan,nan,12.0,nan,nan,nan,nan,Corvallis,nan
19,1502.0,nan,Cider,16.0,nan,nan,80,Hopworks Urban Brewery,Corvallis,OR
20,1593.0,He Said Balti%c-Style Porter,Baltic Porter,12.0,0.082,nan,368,21st Amendment?? Brewery$,San Francisco,CA@@#
21,nan,nan,Tripel,12.0,nan,nan,368,21st Amendment Brewery,nan,CA
22,1036.0,Lower De Boom,America??n Barleyw??ine,16.0,0.099,92.0,nan,21st Amendment Brewery,nan,CA
23,nan,nan,nan,12.0,nan,nan,nan,nan,nan,CA
24,976.0,Marooned On Hog Is#land,American Stout,12.0,0.079,nan,nan,21st Amendment Brewery,San Francisco,CA
25,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,San Francisco,CA
26,802.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.2674037029822153,17.0,368,nan,San Francisco,$CA
27,801.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
28,800.0,21st Amendment Watermelon Wheat Beer (2006%),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
29,nan,nan,American IPA,12.0,0.07,nan,nan,nan,San Francisco,CA
30,nan,nan,American IPA,12.0,0.07,nan,nan,nan,San Francisco,nan
31,nan,nan,American IPA,12.0,0.07,nan,nan,nan,San Francisco,CA
32,nan,Special Edition: Allies Win The War!,Eng%@@lish Strong Ale,12.0,0.085,nan,368,nan,San Francisco,CA
33,432.0,nan,American Double / Imperial IPA,12.0,0.097,94.0,368,21st Amendment Brewery,San Francisco,CA
34,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,San Francisco,CA
35,nan,nan,nan,12.0,nan,nan,nan,nan,San Francisco,CA
36,173.0,nan,American Black Ale,12.0,0.068,65.0,368,21st Amendment Brewery,San Francisco,@@CA
37,nan,nan,Belgian Dark Ale,12.0,nan,nan,nan,nan,San Francisco,nan
38,nan,nan,nan,12.0,nan,nan,nan,nan,San Francisco,CA
39,nan,nan,nan,12.0,nan,nan,nan,nan,San Francisco,CA
40,nan,nan,American IPA,12.0,0.07,nan,nan,nan,nan,FL
41,nan,nan,nan,12.0,nan,nan,nan,nan,St Petersburg,FL
42,nan,nan,nan,nan,nan,nan,nan,nan,St Petersburg,nan
43,nan,nan,Berliner Weissbier,12.0,0.05,nan,60,4 Hands Brewing Company,Saint Loui%s,MO
44,nan,nan,American Blonde Ale,12.0,0.045,nan,60,nan,S%aint Lou??is,MO
45,nan,nan,nan,12.0,nan,nan,nan,nan,Saint Louis,MO
46,nan,nan,nan,12.0,nan,nan,nan,nan,Saint Lo??uis,MO
47,2287.0,Alter Ego,American Black Ale,12.0,0.055,5.709790076876008,60,4 Hands Brewing Company,Saint Louis,MO
48,nan,nan,American IPA,12.0,nan,nan,nan,nan,Saint Louis,MO
49,nan,nan,nan,12.0,nan,nan,nan,nan,Saint Louis,MO
50,nan,nan,American Pale Wheat Ale,12.0,0.05,nan,nan,4 Hands Brewing Company,nan,nan
51,nan,nan,American IPA,16.0,0.065,nan,nan,nan,nan,IN
52,nan,nan,nan,16.0,nan,nan,nan,nan,Columbus,IN
53,nan,nan,Belgian Strong Dark Ale,16.0,nan,nan,25,Sun King Brewing Company,Columbus,IN
54,nan,nan,American IPA,16.0,0.069,nan,nan,nan,Columbus,IN
55,nan,nan,English Strong Ale,16.0,nan,nan,25,Sun King Brewing Company,Columbus,IN
56,nan,nan,nan,nan,nan,nan,nan,nan,Columbus,nan
57,nan,nan,Belgian Dark Ale,16.0,nan,nan,25,Sun King Brewing Company,Columbus,IN
58,nan,nan,American IPA,12.0,nan,nan,nan,nan,Gig Harbor,WA
59,866.0,nan,English Pale Ale,16.0,nan,30.0,481,7 Seas Brewing Company,Gig H%arb$or,WA
60,48.0,nan,English Pale Ale,16.0,0.054,30.0,481,7 Seas Brewing Company,Gig Harbor,WA
61,nan,nan,American Double / Imperial IPA,16.0,nan,nan,nan,7 Seas Brewing Company,Gig Harbor,WA
62,nan,nan,Berliner Weissbier,12.0,nan,nan,141,Cigar City Brewing Company,Dunedin,FL
63,nan,nan,American Amber / Red Lager,12.0,nan,nan,166,Oskar Blues Brewery,Golden,CO
64,nan,nan,American Amber / Red Lager,12.0,nan,nan,166,Oskar Blues Brewery,Golden,CO
65,nan,nan,American IPA,12.0,0.065,nan,nan,nan,Abita Springs,LA
66,nan,nan,Fruit / Vegetable Beer,12.0,0.042,nan,2537.1505682867905,Abita Brewing Company,nan,LA
67,514.0,Abita Amber,American Amber / Red Lager,nan,0.045,17.0,533,nan,nan,LA
68,nan,nan,nan,nan,nan,nan,nan,nan,Louisville,KY
69,2539.0,nan,American Brown Ale,16.0,0.05,20.0,62,Against The Grain Brewery,Louisville,KY
70,nan,nan,nan,16.0,nan,nan,nan,nan,Louisville,KY
71,2685.0,London Balling,English Barleywine,nan,0.125,439.7965153168662,1,Against the Grain Brewery,Louisville,KY
72,2684.0,35 K,Milk / Sweet Stout,16.0,0.077,25.0,nan,Against the Grain Bre%wery,Louisville,KY
73,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,Lou#is$ville,KY
74,nan,nan,German P%ilsener,16.0,0.05,nan,nan,nan,Louisville,nan
75,2681.0,nan,Pumpkin Ale,nan,0.066,21.0,1,Against the Grain Brewery,Louisville,KY
76,2680.0,Sho'nuff,Belgian Pale Ale,16.0,0.04,13.0,1,Against the Grain Brewery,Louisville,KY
77,nan,Bloody Show,American Pilsner,16.0,0.055,17.0,3.4662438229893713,Against t#he Grain Br??ewery,Louisville,KY
78,nan,nan,American Double / Imperial IPA,16.0,nan,nan,nan,Against the Grain Brewery,#Louisville,KY
79,nan,nan,Saison / Farmh??ouse Ale,16.0,nan,nan,nan,nan,Louisville,nan
80,2676.0,Kamen Knuddeln,American Wild Ale,16.0,0.2059583454565745,nan,1,Against the Grain Brewery,Louisville,KY
81,nan,nan,American IPA,12.0,0.06,nan,nan,nan,Louisville,KY
82,2674.0,The Brown Note,English Brown Ale,nan,0.1875557565891786,20.0,1,Against the Grain Brewery,Louisville,KY
83,nan,nan,American Stout,16.0,nan,nan,nan,nan,Ke%nt,nan
84,nan,nan,nan,16.0,nan,nan,nan,nan,Kent,WA@@
85,4522.548907659068,Pre Flight Pilsner,American Pilsner,16.0,0.052,33.0,367,Airways Brewing Company,Kent,WA
86,2403.0,nan,American Pilsner,12.0,nan,20.0,117,nan,Portland,OR
87,nan,nan,nan,12.0,nan,nan,nan,nan,Portland,nan
88,2401.0,nan,America%n Double / Imp$erial IPA,12.0,nan,nan,117,nan,Portland,OR
89,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,Juneau,AK
90,nan,nan,Altbier,12.0,nan,nan,nan,nan,Juneau,nan
91,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,Madison,WI
92,nan,Kentucky Kölsch,Kölsch,16.0,0.043,nan,388,Alltech's Lexington Brewing Company,Lexington,K$#Y
93,nan,nan,American IPA,12.0,0.065,nan,nan,nan,Lexington,KY
94,nan,nan,American Pale Ale (APA),12.0,nan,nan,nan,nan,Washougal,nan
95,nan,nan,American IPA,12.0,0.062,nan,nan,nan,Washougal,WA
96,nan,nan,American IPA,12.0,nan,nan,nan,nan,Washougal,WA
97,nan,nan,American IPA,12.0,nan,nan,nan,nan,San Francisco,CA
98,nan,nan,American IPA,12.0,0.065,nan,nan,nan,San Francisco,CA
99,2577.0,Summer Wheat,American Pale Wheat Al@@e,12.0,0.045,nan,120.20209734398243,Anchor Brewing Company,San Francisco,CA
100,2103.0,C??alif$ornia Lager,American Amber / Red Lager,12.0,0.049,nan,nan,Anchor Brewing Company,San Francisco,CA
101,2102.0,Brotherhood Steam,California Common / Steam Beer,12.0,0.056,nan,35,Anchor Brewing Company,San Francisco,CA
102,2291.0,nan,Gose,12.0,0.042,nan,171,Anderson Valley Brewing Company,Boonville,CA
103,1818.0,Keebarlin' Pale Ale,Am#erican P??ale Ale (APA),12.0,0.042,nan,171,Anderson Valley Brewing Company,Boonville,CA
104,1738.0,??the Kimmie the Yink and the Holy Gose,Gose,12.0,0.048,nan,848.7437886221641,Anderson Valley Brewing Company,Boonville,CA
105,1563.0,Fall Hornin',Pumpkin Ale,nan,0.06,nan,171,Anderson Valley Brewing Company,Boonville,CA
106,4690.50389084587,Barney Flats Oatmeal Stout,Oatmeal Stout,12.0,0.057,13.0,nan,Anderson Valley Brewing Company,Boonville,CA
107,nan,nan,Cream Ale,12.0,nan,nan,nan,nan,Boonville,nan
108,nan,nan,American IPA,12.0,0.07,nan,nan,nan,Boonville,CA
109,nan,nan,American Amber / Red Ale,12.0,0.058,nan,171,nan,Boonville,C@@A
110,6304.586073343544,Barney Flats Oatmeal Stout,Oatmeal Stout,nan,nan,13.0,1009.3838190519062,Anderson Valley Brewing Company,Boonville,CA
111,nan,nan,Vienna Lager,12.0,0.055,25.0,171,Anderson Valley Brewing Company,Boonville,CA
112,811.0,Boont Amber Ale (2010),American Amber / Red Ale,nan,0.3064481876465753,nan,171,nan,nan,CA
