ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,late repair of injuries of the anal sphincter,en,proc r soc med,proceedings of the royal society of medicine,0035-9157 (print) 0035-9157,64.0,12.0,1/1/71,1187-9,{a. g. parksj. f. mcpartlin}
2,498345.0,endovascular treatment of ruptured large or wide-neck basilar tip aneurysms associated with moyamoya disease using the stent-assisted coil technique.,eng,the journal of infectious diseases,j. infect. dis.,1537-6613,-1.0,-1.0,2/15/04,6-jan,{valentina a volchkovajaroslav voracphilip lawrencelaurie repiquet-paireviktor e volchkov}
3,789958.0,duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,chinese     chinese english,indian journal of ophthalmology,indian j ophthalmol,0301-4738,54.0,4.0,1/6/12,283-4,{jitendra jethanishashikant shettysucheta parijap vijayalakshmi}
4,169865.0,[noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal dna],pol,pain practice,j cell biol,1872-8243,84.0,0.0,1/13/01,714-9 st  - [noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal dna]-,{g. jakielk. gorzelnikj. g. zimowskit. cn  - pubmed da  - aug dp  - nlm et  - 2013/11/07 roszkowskij. bijok}
5,803653.0,diagnosis and management of cutaneous b-cell lymphoma.,chinese     chinese english,dermatologic clinics,dermatol clin,1558-0520,33.0,4.0,1/15/10,835-40,{lauren c pinter-brown}
6,98234.0,pregabalin celecoxib and their combination for treatment of chronic low-back pain,chinese     chinese english,j. cardiovasc. med.,br j sports med,1558-2027,10.0,4.0,1/9/01,185-91,{c. l. romanog. mineoc. bonorad. romano}
7,823730.0,activation and blockade of beta adrenoceptors in common cardiac disorders,eng     por,br med bull,british medical bulletin,0007-1420,29.0,2.0,1/1/73,163-7,{b n prichardj w black}
8,670823.0,long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,english; abstract language:english,american journal of respiratory and critical care medicine,am. j. respir. crit. care med.,1535-4970,164.0,1.0,1/1/07,43-49,[collective name] american thoracic society respiratory impairment and disability evaluation groupphilip harbermargaret c haggertychristopher g slatore
9,396821.0,awareness of deficits and on-road driving performance,french,clinical neuropsychologist,klin.psikofarmakol.bul.,1385-4046,25.0,nan,1/11/01,1158-78,{l. j. rapportj. a. griffenl. a. bieliauskasc. burtr. c. bryer}
10,340222.0,[procalcitonin as an early marker of sepsis],english     italian,the british journal of radiology,college teaching,0929-693x,nan,938.0,1/6/01,158-61,{k. flemingk. donatok. leszczynski}
11,184417.0,disparities in childhood asthma hospitalizations: a spatial analysis of contextual effects,ita,transportation research part d-transport and environment,bmc oral health,1361-9209,14.0,5.0,1/13/09,317-325,{j. l. lip. newcomb}
12,729686.0,local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,kor,international journal of clinical and experimental medicine,int j clin exp med,1940-5901,8.0,6.0,1/15/01,10213-10224,{yang mli jli yzhou myang hshi xli xyuan h}
13,628299.0,smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,kor,acta obstet gynecol scand,acta obstetricia et gynecologica scandinavica,0001-6349 (print) 0001-6349,92.0,6.0,1/13/01,711-5,{t. s. mikkolas. vuorentoo. ylikorkalam. vaisanen-tommiskap. rahkola-soisalo}
14,965082.0,carriage of methicillin-resistant staphylococcus aureus by veterinarians in australia,ita,heart rhythm,klin.psikofarmakol.bul.,1547-5271,nan,5.0,1/11/01,s40,{c. hamilton-craigs. bartolettim. casellaf. pernam. l. narduccip. santangelif. pintusa. natalea. dello russog. pelargoniog. bencardinoj. d. burkhardtf. belloccil. di biase}
15,53321.0,monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,french,international journal of obesity,addict.behav.,1540-7314 0148-8376,35.0,8.0,1/11/01,1245-50,{t. toppc. kuhnes. ruchholtzu. lewana. krugert. mullerr. zettl}
16,13601.0,latex allergy in atopic children.,eng,british journal of dermatology.,jama otolaryngol head neck surg,2168-619x,140.0,5.0,5/1/99,919-21,{r s levers a holme}
17,668310.0,a randomized controlled trial of tai chi for balance sleep quality and cognitive performance in elderly vietnamese.,french,clinical interventions in aging,clin interv aging,1178-1998,7.0,-1.0,1/12/01,185-90,{andreas krusemanh hung nguyen}
18,282987.0,multisystemic therapy for social emotional and behavioral problems in youth aged 10-17,chinese     chinese english,cochrane database syst rev,journal of hand surgery (edinburgh scotland),1469-493x,0.0,4.0,1/5/01,cd004797,{j. h. littellm. popab. forsythe}
19,478292.0,haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,acta neurochirurgica,acta cytol.,jan-68,139.0,3.0,1/1/97,257-8,{y takagin hashimotoy goto}
20,43736.0,effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,kor,medicine and science in sports and exercise,med sci sports exerc,0195-9131,39.0,6.0,1/7/06,991-5,{james c martinian mayhewlee m romerthomas korff}
21,82614.0,lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,jpn,cancer prevention research (philadelphia pa.),cancer prev res (phila),1940-6215,6.0,12.0,8/1/65,1304-16,{lynne m ausmanmartin s obinxiang-dong wangchun liublanche c ipdonald e smithkang-quan hu}
22,294719.0,a performance improvement process to tackle tachysystole,english,japanese journal of clinical oncology,respirology,1473-0502,40.0,0.0,1/13/11,1024-1025,{v. e. cn  - medline da  - sep-oct db  - medline do  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x dp  - ovid technologies von gruenigena. m. burkettj. doylet. h. kenny}
23,514411.0,osteoid osteoma treated by percutaneous thermal ablation: when do we fail? a systematic review and guidelines for future reporting.,korean,cardiovascular and interventional radiology,cardiovasc intervent radiol,1432-086x,37.0,nan,1/14/12,1530-9,{luca maria sconfienzaezio lanzagianpaolo cornalbadario poretticatherine cytevalpierre vialafrancesco sardanelliyann thouvenin}
24,569841.0,effects of chemotherapy in aids-associated non-hodgkin's lymphoma on kaposi's sarcoma herpesvirus dna in blood.,spa,journal of clinical oncology : official journal of the american society of clinical oncology,j. clin. oncol.,1527-7755,27.0,15.0,5/20/09,2496-502,{ariela noylawrence d kaplanyanxing yualexandra m levinerichard f ambindersusan e krownbruce j dezubelan linjeannette y leegary s hayward}
25,6207.0,serum mmps 7-9 and their inhibitors during glucocorticoid and anti-tnf-alpha therapy in pediatric inflammatory bowel disease,chinese     chinese english,scandinavian journal of gastroenterology,addict.behav.,0022-3956,47.0,7.0,1/12/01,785-794,{kaija leena kolhohanne rintamakitaina tervahartialatimo sorsalaura makitalo}
26,21910.0,examining waiting placement in hospital: utilization and the lived experience.,eng     por,global journal of health science,glob j health sci,1916-9736,6.0,2.0,8/1/65,22-dec,{donna m wilsonjessica a hewittralph magnusjill vihoskaren petersonnancy barnes}
27,378490.0,a prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,en,the journal of clinical psychiatry,j clin psychiatry,1555-2101,69.0,12.0,1/8/12,1892-900,{isabella sorecaandrea fagiolinidavid j kupferbret h goodpastersara b fleet-michaliszynamy d ottojohn m jakicic}
28,971878.0,diminished a-cell secretion in the early phase of type i diabetes mellitus,english,metabolism: clinical and experimental,clinical obstetrics and gynecology,0301-5149,35.0,11.0,1/1/86,1074-1077,{s. srikantao. p. gandar. e. gleason}
29,673307.0,strong stability and host specific bacterial community in faeces of ponies.,cze,plos one,plos one,1932-6203,8.0,7.0,1/13/01,e75079,{tina m blackmorekirsty dougalhilary j worganeric pinlochegemma curtisc jamie newboldneil r mcewansusan e girdwoodpat a harriscaroline mcg argoalex dugdale}
30,819166.0,responses to open peer commentaries on the subjective brain identity and neuroethics,english,american journal of bioethics,br j sports med,15265161 (issn),9.0,9.0,1/9/01,w1-w4,{g.r. gillett}
31,880881.0,[a case of giant brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,the korean journal of gastroenterology = taehan sohwagi hakhoe chi,korean j gastroenterol,1598-9992,52.0,6.0,1/8/12,384-8,fred w benenati
32,629530.0,biofeedback dialysis for hypotension and hypervolemia: a systematic review and meta-analysis.,eng,eur. heart j.,burns,0195-668x,28.0,17.0,1/7/09,2077-86,elie a aklgordon guyattstephen d walterrita s surireem a mustafagihad e nesrallahrobert m lindsay
33,954388.0,optimal starting age for school attendance: fy76 issue analysis,english,nan,respirology,nan,nan,0.0,1/1/74,46,{marilou madden}
34,379737.0,bone density and body composition in young women with chronic fatigue syndrome.,spa,neuroprotective agents,bmc musculoskeletal disorders,0077-8923,904.0,-1.0,5/1/00,625-7,{f gatesp clifton-blighg fulcherl hoskinr hansen}
35,476191.0,prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng     por,journal of stroke and cerebrovascular diseases : the official journal of national stroke association,j stroke cerebrovasc dis,1532-8511,24.0,2.0,1/15/02,362-9,{yan-xin zhaojun-chao xiexue-yuan liuhan yan}
36,353972.0,child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in ibadan nigeria.,english,proc. iemss 4th biennial meeting - int. congress on environmental modelling and software: integrating sciences and information technology for environmental assessment and decision making iemss 2008,cases journal,1745-0128 1745-0136,3.0,nan,1/8/01,243-248,{b o olley}
37,968125.0,successful treatment of lung cancer by multimodal endobronchial interventions,english,respiration; international review of thoracic diseases,respiration,0025-7931,88.0,2.0,1/11/01,144-147,{t. nakajimai. yoshinok. yasufukus. yoshiday. sakairik. shibuya}
38,660168.0,fat and neurosurgery: does obesity affect outcome after intracranial surgery?,eng     por,neurosurgery,neurosurgery,1524-4040,64.0,2.0,1/9/02,316-26; discussion 326-7,{r loch macdonaldfarbod asgarzadie-gadimyeon gyoe jangdaniel j curryrachel n yanowitchkim e schultheissjocelyn tolentinoj_rgen l_ders}
39,732534.0,[methicillin-resistant staphylococcus aureus forming the fried egg appearance colonies isolated from a patient with septicemia],english,health facilities management,health facil manage,0899-6210,8.0,10.0,1/1/95,20-6 28,{k. sandrick}
