ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,late repair of injuries of the anal sphincter,e#n#g,proc r soc med,proceedings of the royal society of medicine,0@@035-9157 (print) 0035@@-9157,315.26996035076934,12.0,1/1/71,nan,{a. g. parks??j. f. mcpartlin}
2,498345.0,ebola virus gp gene polyadenylation versus rna editing.,eng,the journal of infectious diseases,j. infect. dis.,1537-6??613#,nan,-1.0,2/15/04,4.236206949837142,{valentina a volchkovajaroslav voracphilip lawrencelaurie repiquet-paireviktor e volchkov}
3,789958.0,duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,indian journal of ophthalmology,indian j ophthalmol,0%301-4738,54.0,20.45165429222233,1/6/12,584-90#,{jitendra jethanishashikant shettysucheta parijap vijayalakshmi}
4,609678.537670912,[noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal dna],pol,4.410317581922379,int j med inform,1872-8243,84.0,0.0,1/13/01,714-9 st  - [noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal dna]-,{g. jakielk. gorzelnikj. g. zimowskit. cn  - pubmed da  - aug dp  - nlm et  - 2013/11/07 roszkowskij. bijok}
5,803653.0,diagnosis and management of cutaneous b-cell lymphoma.,eng,dermatologic clinics,dermatol clin,1558-0520,33.0,21.7531560585564,$1/15/10,835-40,{lauren c pinter-brown}
6,98234.0,pregabalin celecoxib and their combination for treatment of chronic low-back pain,%en$g,pain medicine,5.498232911123253,1051-0443,10.0,4.0,1/9/01,185-91,{c. l. romanog. mineoc. bonorad. romano}
7,823730.0,activation and blockade of beta adrenoceptors in common ca%rdiac% disorders,eng%,br med bull,british medical bulletin,0007-1420,29.0,2.0,1/1/7%3,163-7,d. w. branch
8,729712.0,long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,english; abstract language:english,american journal o%f res$piratory and critical care medicine,ugeskrift for @@laeger,5.668226290071857,164.0,4.905639931831601,1/1/07,43-49,{st??_ber fmutz nwrigge hputensen czinserling jzech sv??on spiegel t}
9,396821.0,awareness of deficits and on-road driving performance,english,clinical neuropsychologist,4.304008281794673,0272-4944,25.0,7.0,1/11/01,1158##-78,{l. j. rapportj. a. griffenl. a. bieliauskasc. burtr. c. bryer}
10,340222.0,a comparative evaluation of two head and neck immobiliza@%@tion devices using electronic portal imaging,english,the british journal of radiology,4.643944308374545,3.7792541430215305,79.0,938.0,1/6/01,381-386,{k. flemingk. donatok. leszczynski}
