ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,late repair of injuries of the anal sphincter,eng,proc r soc med,proceedings of the royal society of medicine,0035-9157 (print) 0035-9157,64.0,12.0,1/1/71,1187-9,{a. g. parksj. f. mcpartlin}
2,498345.0,ebola virus gp gene polyadenylation versus rna editing.,eng$,the journal of infectious diseases,j. infect. dis.,1537-6613,-1.0,-1.0,2/15/04,3.3505339145197053,{valentina a volchkovajaroslav voracphilip lawrencelaurie repiquet-paireviktor e volchkov}
3,789958.0,duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,indian journal of ophthalmology,indian j ophthalmol,0301-4738,189.3908370346078,nan,1/6/12,283-4,{jitendra jethanishashikant shettysucheta parijap vijayalakshmi}
4,764231.5451912446,[noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal dna],pol,critical reviews in oncology/hematology,crit. rev. oncol. hematol.,1879-0461,84.0,0.0,1/13/01,120-6 st  - bioavailability and tolerability of intranasal diazepam in healthy adult volunteers-,{g. jakielk. gorzelnikj. g. zimowskit. cn  - pubmed da  - aug dp  - nlm et  - 2013/11/07 roszkowskij. bijok}
5,803653.0,diagnosis and management of cutaneous b-cell lymphoma.,eng,dermatologic clinics,dermatol clin,1558-0520,33.0,4.0,1/15/10,#835-40,{lauren c pinter-brown}
6,98234.0,pregabalin celecoxib and their combination for treatment of chronic low-back pain,eng,pain medicine,4.891945659278161,0899-8256,28.0,4.0,1/9/01,185-91,{c. l. romanog. mineoc. bonorad. romano}
7,823730.0,activation and blockade of beta adrenoceptors in common cardiac disorders,eng,br med bull,british medical bulletin,0007-1420,29.0,2.0,1/1/73,163-7,d. w. branch
8,729712.0,long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,english; abstract language:english,american journal of respiratory and critical care medicine,am. j. respir. crit. care med.,1535-4970,164.0,1.0,1/1/07,43-49,{st_ber fmutz nwrigge hputensen czinserling jzech svon spiegel t}
9,396821.0,awareness of deficits and on-road driving performance,english,clinical neuropsychologist,3.2421678231585678,1385-4046,25.0,7.0,1/11/01,1158-78,{l. j. rapportj. a. griffenl. a. bieliauskasc. burtr. c. bryer}
10,340222.0,a comparative evaluation of two head and neck immobilization devices using electronic portal imaging,english     italian,the british journal of radiology,5.93257088465041,0929-693x,79.0,938.0,1/6/01,158-61,{k. flemingk. donatok. leszczynski}
11,184417.0,disparities in childhood asthma hospitalizations: a spatial analysis of contextual effects,3.333327811620787,transportation research part d-transport and environment,4.32562608449321,1361-9209,14.0,5.0,1/9/01,317-32@@5,{j. l. lip. newcomb}
12,2934901.0536753335,local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,english,international journal of clinical and experimental medicine,int j clin exp med,1940-5901,8.0,6.0,1/15/01,10213-10224,{yang mli jli yzhou myang hshi xli xyuan h}
13,278396.0,smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,acta obstet gynecol scand,acta obstetricia et gynecologica scandinavica,0001-6349 (print) 0001-6349,92.0,6.0,1/13/01,7??11??-5,{t. s. mikkolas. vuorentoo. ylikorkalam. vaisanen-tommiskap. rahkola-soisalo}
14,965082.0,imaging of scar in patients with ventricular arrhythmias of right ventricular origin: cardiac magnetic resonance versus electroanatomic mapping,3.333327811620787,heart rhythm,klin.psikofarmakol.bul.,1547-5271,8.0,5.0,1/11/01,2276-83,{c. hamilton-craigs. bartolettim. casellaf. pernam. l. narduccip. santangelif. pintusa. natalea. dello russog. pelargoniog. bencardinoj. d. burkhardtf. belloccil. di biase}
15,53321.0,monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng@@$,journal of sexual medicine,3.110633002269113,4.723920755171115,207.258631778131,8.0,1/11/01,1245-50,{t. toppc. kuhnes. ruchholtzu. lewana. krugert. mullerr. zettl}
16,13601.0,latex allergy in atopic children.,eng,british journal of dermatology.,jama otolaryngol head neck surg,2168-619x,140.0,5.0,5/1/99,919-2#1,{r s levers a holme}
17,668310.0,a randomized controlled trial of tai chi for balance sleep quality and cognitive performance in elderly vietnamese.,eng,ophthalmic surgery and lasers,clin interv aging,1178-1998,30.0,-1.0,1/12/01,185-90,{andreas krusemanh hung nguyen}
18,282987.0,multisystemic therapy for social emotional and behavioral problems in youth aged 10-17,eng,cochrane database syst rev,3.750246882231715,1469-493x,0.0,4.0,1/5/01,cd004797,{j. h. littellm. popab. forsythe}
19,478292.0,haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,acta neurochirurgica,nan,jan-68,139.0,15.0,1/1/97,257-8,{y takagin hashimotoy goto}
20,43736.0,effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,medicine and science in sports and exercise,med sci sports exerc,0195-9131,39.0,6.0,1/7/06,991-5,{james c martinian mayhewlee m romerthomas korff}
21,82614.0,lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,eng,cancer prevention research (philadelphia pa.),cancer prev res (phila),1940-6215,6.0,12.0,1/13/12,1304-16,{lynne m ausmanmartin s obinxiang-dong wangchun liublanche c ipdonald e smithkang-quan hu}
22,163526.0,a performance improvement process to tackle tachysystole,english,biomedical engineering online,3.110633002269113,4.723920755171115,40.0,0.0,1/11/01,1024-1025,{v. e. cn  - medline da  - sep-oct db  - medline do  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x dp  - ovid technologies von gruenigena. m. burkettj. doylet. h. kenny}
23,514411.0,osteoid osteoma treated by percutaneous thermal ablation: when do we fail? a systematic review and guidelines for future reporting.,eng,cardiovascular and interventional radiology,cardiovasc intervent radiol,1432-086x,37.0,6.0,1/14/12,1530-9,{luca maria sconfienzaezio lanzagianpaolo cornalbadario poretticatherine cytevalpierre vialafrancesco sardanelliyann thouvenin}
24,569841.0,effects of chemotherapy in aids-associated non-hodgkin's lymphoma on kaposi's sarcoma herpesvirus dna in blood.,eng,journal of clinical oncology : official journal of the american society of clinical oncology,j. clin. oncol.,1527-7755,27.0,20.0,5/20/09,2496-502,{ariela noylawrence d kaplanyanxing yualexandra m levinerichard f ambindersusan e krownbruce j dezubelan linjeannette y leegary s hayward}
25,6207.0,serum mmps 7-9 and their inhibitors during glucocorticoid and anti-tnf-alpha therapy in pediatric inflammatory bowel disease,3.2112369814070587,scandinavian journal of gastroenterology,4.638436763933324,0301-4215,47.0,7.0,1/12/01,785-794,{kaija leena kolhohanne rintamakitaina tervahartialatimo sorsalaura makitalo}
26,21910.0,examining waiting placement in hospital: utilization and the lived experience.,eng,global journal of health science,glob j health sci,1916-9736,6.0,2.0,1/14/03,22-dec,{donna m wilsonjessica a hewittralph magnusjill vihoskaren petersonnancy barnes}
27,378490.0,a prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,eng,the journal of clinical psychiatry,j clin psychiatry,1555-2101,69.0,12.0,@@1/8/12%,1892-900,{isabella sorecaandrea fagiolinidavid j kupferbret h goodpastersara b fleet-michaliszynamy d ottojohn m jakicic}
