ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
1,235295.0,late repair of injuries of the anal sphincter,eng,proc r soc med,proceedings of the royal society of medicine,0035-9157 (print) 0035-9157,64.0,12.0,1/1/71,1187-9,{a. g. parksj. f. mcpartlin}
2,498345.0,ebola virus gp gene polyadenylation versus rna editing.,eng,the journal of infectious diseases,j. infect. dis.,1537-6613,-1.0,-1.0,2/15/04,6-jan,adam witkowskiajay k jainivan casserlydavid e kandzaridavid deatonpaul a sobotkajohn p forankrishna j rocha-singhbarry t katzenpeter balmforth
3,789958.0,duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,chinese     chinese english,indian journal of ophthalmology,indian j ophthalmol,0301-4738,54.0,4.0,1/6/12,283-4,{jitendra jethanishashikant shettysucheta parijap vijayalakshmi}
4,169865.0,[noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal dna],pol,international journal of medical informatics,crit. rev. oncol. hematol.,1872-8243,84.0,0.0,1/13/01,714-9 st  - [noninvasive prenatal diagnosis of trisomy 21 18 and 13 using cell-free fetal dna]-,robert l. krieljennifer r. rissvijay d. ivaturijames c. c2  - 19231138 db  - medline do  - http://dx.doi.org/10.1016/j.eplepsyres.2009.01.001 cloydronald a. siegel
5,803653.0,diagnosis and management of cutaneous b-cell lymphoma.,eng,dermatologic clinics,dermatol clin,1558-0520,33.0,4.0,1/15/10,835-40,{lauren c pinter-brown}
6,98234.0,pregabalin celecoxib and their combination for treatment of chronic low-back pain,chinese     chinese english,pain medicine,international journal of obesity (2005),-94325,10.0,4.0,1/9/01,185-91,{c. l. romanog. mineoc. bonorad. romano}
7,823730.0,activation and blockade of beta adrenoceptors in common cardiac disorders,eng,br med bull,british medical bulletin,0007-1420,29.0,2.0,1/1/73,163-7,{b n prichardj w black}
8,729712.0,long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,english; abstract language:english,american journal of respiratory and critical care medicine,am. j. respir. crit. care med.,1535-4970,164.0,1.0,1/1/07,43-49,{st_ber fmutz nwrigge hputensen czinserling jzech svon spiegel t}
9,396821.0,awareness of deficits and on-road driving performance,english,clinical neuropsychologist,biomed eng online,1385-4046,25.0,7.0,1/11/01,1158-78,{l. j. rapportj. a. griffenl. a. bieliauskasc. burtr. c. bryer}
10,340222.0,a comparative evaluation of two head and neck immobilization devices using electronic portal imaging,english     italian,mount sinai journal of medicine,j addict dis,1545-0848,79.0,938.0,1/6/01,158-61,{k. flemingk. donatok. leszczynski}
11,184417.0,disparities in childhood asthma hospitalizations: a spatial analysis of contextual effects,chinese     english chinese,transportation research part d-transport and environment,helicobacter,1361-9209,14.0,5.0,1/9/01,317-325,{j. l. lip. newcomb}
12,820688.0,local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,english,international journal of clinical and experimental medicine,int j clin exp med,1940-5901,8.0,6.0,1/15/01,103-119,{yang mli jli yzhou myang hshi xli xyuan h}
13,278396.0,smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,kor,acta obstet gynecol scand,acta obstetricia et gynecologica scandinavica,0001-6349 (print) 0001-6349,92.0,6.0,1/13/01,711-5,{t. s. mikkolas. vuorentoo. ylikorkalam. vaisanen-tommiskap. rahkola-soisalo}
14,965082.0,imaging of scar in patients with ventricular arrhythmias of right ventricular origin: cardiac magnetic resonance versus electroanatomic mapping,chinese     english chinese,heart rhythm,klin.psikofarmakol.bul.,1547-5271,8.0,5.0,1/11/01,s40,{c. hamilton-craigs. bartolettim. casellaf. pernam. l. narduccip. santangelif. pintusa. natalea. dello russog. pelargoniog. bencardinoj. d. burkhardtf. belloccil. di biase}
15,53321.0,monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,international journal of obesity,bull.who,0893-133x,35.0,8.0,1/11/01,1245-50,{t. toppc. kuhnes. ruchholtzu. lewana. krugert. mullerr. zettl}
16,13601.0,latex allergy in atopic children.,eng,british journal of dermatology.,jama otolaryngol head neck surg,0007-0963,140.0,5.0,5/1/99,919-21,{r s levers a holme}
17,668310.0,a randomized controlled trial of tai chi for balance sleep quality and cognitive performance in elderly vietnamese.,spa,clinical interventions in aging,clin interv aging,1178-1998,7.0,-1.0,1/12/01,185-90,{andreas krusemanh hung nguyen}
18,282987.0,multisystemic therapy for social emotional and behavioral problems in youth aged 10-17,english; abstract language:english,cochrane database syst rev,cochrane database syst rev,1469-493x,0.0,-1.0,1/5/01,cd004797,{j. h. littellm. popab. forsythe}
19,478292.0,haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,acta neurochirurgica,acta cytol.,jan-68,139.0,3.0,1/1/97,257-8,{y takagin hashimotoy goto}
20,43736.0,effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,medicine and science in sports and exercise,med sci sports exerc,0195-9131,39.0,6.0,1/7/06,991-5,{james c martinian mayhewlee m romerthomas korff}
21,82614.0,lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,en,cancer prevention research (philadelphia pa.),cancer prev res (phila),1940-6215,6.0,12.0,1/13/12,1304-16,{lynne m ausmanmartin s obinxiang-dong wangchun liublanche c ipdonald e smithkang-quan hu}
22,163526.0,a performance improvement process to tackle tachysystole,english,japanese journal of clinical oncology,international journal of obesity (2005),0901-5027,40.0,0.0,1/13/11,512-9 st  - a performance improvement process to tackle tachysystole-,{v. e. cn  - medline da  - sep-oct db  - medline do  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x dp  - ovid technologies von gruenigena. m. burkettj. doylet. h. kenny}
23,514411.0,osteoid osteoma treated by percutaneous thermal ablation: when do we fail? a systematic review and guidelines for future reporting.,kor,cardiovascular and interventional radiology,cardiovasc intervent radiol,1432-086x,37.0,6.0,1/11/07,1530-9,{luca maria sconfienzaezio lanzagianpaolo cornalbadario poretticatherine cytevalpierre vialafrancesco sardanelliyann thouvenin}
24,569841.0,effects of chemotherapy in aids-associated non-hodgkin's lymphoma on kaposi's sarcoma herpesvirus dna in blood.,eng,journal of clinical oncology : official journal of the american society of clinical oncology,j. clin. oncol.,1527-7755,27.0,15.0,5/20/09,2496-502,{ariela noylawrence d kaplanyanxing yualexandra m levinerichard f ambindersusan e krownbruce j dezubelan linjeannette y leegary s hayward}
25,180827.0,serum mmps 7-9 and their inhibitors during glucocorticoid and anti-tnf-alpha therapy in pediatric inflammatory bowel disease,dan,scandinavian journal of gastroenterology,rev lat am enfermagem,0022-3956,47.0,7.0,1/12/01,785-794,{kaija leena kolhohanne rintamakitaina tervahartialatimo sorsalaura makitalo}
26,21910.0,examining waiting placement in hospital: utilization and the lived experience.,eng     por,neurobiology of aging,glob j health sci,1916-9736,6.0,2.0,1/14/03,22-dec,{donna m wilsonjessica a hewittralph magnusjill vihoskaren petersonnancy barnes}
27,378490.0,a prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,eng,the journal of clinical psychiatry,j clin psychiatry,1555-2101,69.0,12.0,1/8/12,1892-900,{isabella sorecaandrea fagiolinidavid j kupferbret h goodpastersara b fleet-michaliszynamy d ottojohn m jakicic}
28,971878.0,diminished a-cell secretion in the early phase of type i diabetes mellitus,english,metabolism: clinical and experimental,clinical obstetrics and gynecology,0301-5149,35.0,11.0,1/1/86,1074-1077,{s. srikantao. p. gandar. e. gleason}
29,793918.0,strong stability and host specific bacterial community in faeces of ponies.,fre,plos one,plos one,1932-6203,8.0,9.0,1/13/01,e75079,zhigang chenminyue jiaxiaoying zhaoxin he
30,819166.0,responses to open peer commentaries on the subjective brain identity and neuroethics,english,american journal of bioethics,auton.neurosc.basic clin.,15265161 (issn),9.0,9.0,1/9/01,w1-w4,{g.r. gillett}
31,880881.0,[a case of giant brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,the korean journal of gastroenterology = taehan sohwagi hakhoe chi,korean j gastroenterol,1598-9992,52.0,6.0,1/8/12,384-8,{seung woo parkjae bock chungsang kyum kimsi young songjoo won chungho keun kimjoo hee seoseungmin bang}
32,629530.0,efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,eur. heart j.,burns,0195-668x,28.0,17.0,1/7/09,2077-86,{carolyn h mccabeshaun g goodmanfrans van de werfdavid a morrowelliott m antmaneugene braunwaldkenneth w mahaffeymarc cohenian b menownsabina a murphycharles michael gibson}
33,954388.0,optimal starting age for school attendance: fy76 issue analysis,pol,pain practice,international journal of obesity (2005),0-8077-4913-3,0.0,0.0,1/1/74,46,{marilou madden}
34,379737.0,bone density and body composition in young women with chronic fatigue syndrome.,eng,neuroprotective agents,ann. n. y. acad. sci.,0077-8923,904.0,-1.0,5/1/00,625-7,{f gatesp clifton-blighg fulcherl hoskinr hansen}
35,676042.0,prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng     por,journal of stroke and cerebrovascular diseases : the official journal of national stroke association,j stroke cerebrovasc dis,1532-8511,24.0,2.0,1/15/02,362-9,{yan-xin zhaojun-chao xiexue-yuan liuhan yan}
36,353972.0,child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in ibadan nigeria.,chi,vulnerable children and youth studies,rev.neurol.,1745-0128 1745-0136,3.0,3.0,1/8/01,243-248,miquel s_nchez-marrgeoff holmesjoaqu_n izquierdojoaquim comasioannis athanasiadiskarina gibert
37,968125.0,complication rate of endosonography (endobronchial and endoscopic ultrasound): a systematic review.,rus,respiration; international review of thoracic diseases,respiration,0025-7931,88.0,2.0,1/14/01,144-147,{t. nakajimai. yoshinok. yasufukus. yoshiday. sakairik. shibuya}
