ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,6098.699181638116,pub beer,american pale lager,12.0,0.1550239515471635,69.0,408,10 barrel brewing company,bend,or
2,2265.0,devil's cup,american pale ale (apa),12.0,0.066,60.0,177,18th street brewery,gary,in
3,2264.0,rise of the phoenix,american ipa,12.0,0.071,60.0,177,18th str??eet br@@ewery,gary,in
4,2263.0,sinister,american double / imperial ipa,40.57098259851548,0.09,60.0,177,18th street brewery,gary,in
5,2262.0,sex a??nd can@@dy,american ipa,12.0,0.075,60.0,177,18th street brewery,gary,in
6,2261.0,black exodus,oatmeal stout,12.0,0.077,60.0,177,18th street brewery,gary,in
7,2260.0,l$ake st#reet express,american pale ale (apa),12.0,0.25011749381496734,60.0,177,18th street brewery,gar%$y,in
8,2259.0,foreman,american porter,12.0,0.065,60.0,177,18th street brewery,gary,in
9,2258.0,jade,american pale ale (apa),12.0,0.17824281367559924,60.0,177,18th street brewery,gary,in
10,2131.0,cone crusher,american double / imperial ipa,12.0,0.086,60.0,177,18th street brewery,gary,in
11,2099.0,sophomoric saison,saison / farmhouse ale,12.0,0.072,60.0,177,18th street brewery,gary,in
12,2098.0,regional ring of fire,saison / farmhouse ale,12.0,0.073,60.0,177,18th street brewery,gary,in
13,2097.0,garce selé,saison / farmhouse ale,12.0,0.069,60.0,177,18th street brewery,gary,in
14,8388.427382687843,troll destroyer,belg??ian$ ipa,12.0,0.35750399600833704,60.0,177,18th street brewery,gary,in
15,1979.0,bitter bitch,american pale ale (apa),12.0,0.061,60.0,177,18th street brewery,gary,in
16,2318.0,ginja ninja,cider,12.0,0.06,20.0,154,2 towns ciderhouse,corvallis,or
17,2170.0,cherried away,cider,12.0,0.06,20.0,154,2 towns ciderhouse,corvallis,or
18,2169.0,rhubarbarian,cid$e@@r,12.0,0.06,20.0,154,2 towns ciderhouse,corvallis,or
19,1502.0,brightcider,cider,12.0,0.06,20.0,154,2 towns ciderhouse,corvallis,or
20,1593.0,he said baltic-style porter,baltic porter,12.0,0.082,17.0,368,21st amendment brewery,san francisco,ca
21,8687.776827422185,he said belgian-style tripel,tripel,12.0,0.082,17.0,368,21st amendment brewery,san francisco,ca
22,1036.0,lower de boom,american barleywine,25.968434836095476,0.099,92.0,368,21st amendment brewery,san francisco,ca
23,1024.0,fireside chat,winter warmer,12.0,0.079,45.0,1578.5222667266974,21st amendment brewery,san francisco,ca
24,976.0,marooned on hog island,american stout,12.0,0.079,17.0,368,21st amendment brewery,san francisco,ca
25,3128.7507189500893,bitter american,american pale ale (apa),12.0,0.044,42.0,368,21st amendment brewery,san francisco,ca
26,802.0,hell or high watermelon wheat (2009),fruit / vegetable beer,12.0,0.049,17.0,368,21st amendment brewery,san francisco,ca
27,801.0,hell or high watermelon wheat (2009),fruit / vegetable beer,12.0,0.049,17.0,368,21st amendment brewery,san francisco,ca
28,800.0,21st amendment watermelon wheat beer (2006),fruit / vegetable beer,12.0,0.21666287835054165,17.0,1872.2688838132028,21st amendment brewery,san francisco,ca
29,799.0,21st amendment ipa (2006),american ipa,12.0,0.07,70.0,368,21st amendment brewery,san francisco,ca
30,797.0,brew free! or die ipa (2008),american ipa,12.0,0.07,309.0399089187036,368,21st amendment brewery,san francisco,ca
31,4442.963064453487,brew free! or@@ die ipa (2009),american ipa,12.0,0.07,418.61350263723,1833.624510834656,21st amendment brewery,san francisco,ca
32,2133.550998495688,special edition: allies win the war!,english strong ale,40.755313856970744,0.42274434597388205,52.0,2027.099290147339,21st amendment brewery,??san %francisco,ca
33,432.0,hop cri??sis,american double / imperial ipa,12.0,0.097,94.0,368,21st amendment brewery,san francisco,ca
34,353.0,bitter american (2011),american pale ale (apa),12.0,0.044,42.0,368,21st amendment brewery,san francisco,ca
35,321.0,fireside chat (2010),winter warmer,12.0,0.079,45.0,1186.4996026450472,21st amendment brewery,san francisco,ca
36,173.0,back in black,american black ale,12.0,0.068,65.0,368,21st amendment @@brewery,san francisco,ca
37,11.0,monk's blood,belgian dark ale,12.0,0.083,35.0,368,21st amendment brewery,san francisco,#ca
38,10.0,brew free! or die ipa,american ipa,53.63756302978162,0.07,65.0,368,21st amendment brewery,san francisco,ca
39,9.0,hell or high watermelon wheat,fruit / vegetable beer,12.0,0.049,17.0,368,21st amendment brewery,san francisco,ca
40,2519.0,bimini twist,american ipa,12.0,0.07,82.0,67,3 daughters brewing,st petersburg,%fl??
41,2518.0,beach blonde,american blonde ale,12.0,0.05,10.0,67,3 daughters brewing,st petersburg,fl
42,2517.0,rod bender red,american amber / red ale,12.0,0.20191493753615974,82.0,67,3 daughters brewing,st petersburg,fl
43,2545.0,pa$ssion fruit prussia,berliner weis@@sbier,12.0,0.11224117728484989,11.0,60,4 hands brewin%g company,saint louis,mo
44,2544.0,send help,american blonde ale,12.0,0.045,18.0,60,4 hands brewing company,sai?#?nt louis,mo
45,2324.0,cast iron oatmeal brown,american brown ale,12.0,0.055,18.0,60,4 hands brewing company,saint louis,mo
46,2288.0,reprise centennial red,american amber / red ale,12.0,0.06,18.0,60,4 hands brewing company,saint louis,mo
47,2287.0,alter ego,american black ale,12.0,0.055,191.46832227652794,60,4 hands brewing company,saint louis,mo
48,2286.0,divided sky,american ipa,12.0,0.065,18.0,60,4 hands brewing company,saint louis,m@@o
