ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1%7$20 university blvd,nan,empty,birmingham,$a#l,197046.29697092116,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,#empty,empty,al_scip-card-2
2,10018.0,callahan eye foundation hospital,1720 university blvd,empty,nan,birmingham,nan,nan,nan,2053258100.0,acute care hospitals,voluntary non-p%rofit - private,yes,nan,scip-inf-1,surgery patients who were %given an antibiotic at the right time (within one hour before surgery) to help prevent infection,%empt#y,empty,al_scip-inf-1
3,10018.0,callahan eye foundation hospital,@@@@1720 university blvd,empty,empty,birmingham,al,158860.80707278248,jefferson,2053258100.0,nan,voluntary non-profit - private,yes,nan,nan,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmi%n??gham,al,35233.0,$jefferso%n,nan,a$cute care hospit@@als,voluntary non-profit - private,yes,surgical infection prevention,nan,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,??empty,al_scip-inf-3
5,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care h@@osp#itals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery pat@@ients whose blood sugar (blood glucose) is kept under goo$d control in the days right after surgery,nan,empty,nan
6,10018.0,callahan eye foundati%on hospital,nan,empty,empty,birmingham,al,203831.56376859848,jefferson,2053258100.0,acute care h@@ospitals,voluntary non-profit - private,%yes$,surgical infection prevention,nan,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,nan
7,10018.0,callahan eye foundation hospital,nan,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,nan,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,emp$ty%,al_scip-vte-1
8,10018.0,callahan eye foundation hospital,nan,empty,empty,birmingham,al$@@,35233.0,nan,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,nan,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,emp??t@@y,nan
9,10019.0,helen keller memorial hospital,nan,empty,empty,sheffield,al,35660.0,jefferson,nan,acute care hospitals,government - hospital district or authori??ty,yes,nan,ami-1,heart attack patients given aspirin at arrival,97%,nan,al@@_am@@i-1
10,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,em@@pty,sheffield,??al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart# attac@@k,ami-2,nan,9#2%,13 patients,al_ami-2
