ID,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1,1436.0,Pub Beer,American Pale Lager,12.0,0.05,nan,199,10 Barrel Brewing Company,Bend,OR
2,2265.0,Devil's Cup,American Pale Ale (APA),12.0,0.2715735482236553,nan,177,18th Street Brewery,Gary,IN
3,7007.5585286844425,Rise of the Phoenix,American IPA,12.0,0.071,nan,177,18th Street Brewery,Gary,IN
4,2263.0,Sinietsr,American Double / Imperial IPA,12.0,0.09,nan,177,18th Street Brewery,Gary,IN
5,12657.412442623538,Sex and Candy,American IPA,12.0,0.075,nan,177,18th Street Brewery,Gary,IN
6,2261.0,Black Exodus,Oatmeal Stout,12.0,0.077,nan,177,18th Street Brewery,Gary,IN
7,2260.0,Lake Street Express,American Pale Ale (APA),12.0,0.045,nan,177,18th Street Brewery,Gary,IN
8,2259.0,Foreman,American Porter,12.0,0.065,nan,177,18th Street Brewery,Gary,IN
9,2258.0,Jade,American Pale Ale (APA),12.0,0.055,nan,177,18th Street Brewery,Gary,IN
10,2131.0,Cone Crusher,American Double / Imperial IPA,12.0,0.086,nan,177,18th Street Brewery,Gary,IN
11,2099.0,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.072,nan,177,18th Street Brewery,Gary,IN
12,2098.0,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.073,nan,177,18th Street Brewery,Gary,IN
13,2097.0,Garce Selé,Saison / Farmhouse Ale,12.0,0.3359987063496145,nan,177,18th Street Brewery,Gary,IN
14,1980.0,Troel Ywstroyer,Be~^^!lgian IPA??,12.0,0.085,nan,177,18th Street Brewery,Gary,IN
15,1979.0,er,A##??merican%% Pale Ale (APA)^^,12.0,0.061,60.0,177,18th Street Brewery,Gary,IN
16,2318.0,Ginja Ninja,Cider,12.0,0.2144909952415201,nan,154,2 Towns Ciderhouse,Corvallis,OR
17,2170.0,Cherried Away,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
18,2169.0,Rhubarbarian,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
19,1502.0,BrightCider,Cider,12.0,0.06,nan,154,2 Towns Ciderhouse,Corvallis,OR
20,8637.825360018625,He Said Baltic-Style Porter,Baltic Porter,12.0,0.2652882502655943,nan,368,21st Amendment Brewery,San Francisco,CA
21,1592.0,He Said Belgian-Style Tripel,Tripel,12.0,0.082,nan,368,21st Amendment Brewery,San Francisco,CA
22,1036.0,Lower De Boom,American Barleywine,8.4,0.099,92.0,368,21st Amendment Brewery,San Francisco,CA
23,1024.0,Fireside$ Chat,Winter Warmer,12.0,0.079,45.0,368,Mike Hess Brewing Company,San Francisco,CA
24,976.0,Marooned On Hog Island,American Stout,12.0,0.079,nan,368,21st Amendment Brewery,San Francisco,CA
25,876.0,Bitter American,American Pale Ale (APA),12.0,0.044,151.46440012069482,368,21st Amendment Brewery,San Francisco,CA
26,802.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,44.99626023976282,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
27,801.0,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
28,800.0,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
29,799.0,21st Amendment IPA (2006),mmeCican IpA,12.0,0.07,70.0,368,21st Amendment Brewery,San Francisco,CA
30,797.0,Brew Free! or Die IPA (2008),American IPA,12.0,0.07,321.09437457127245,368,21st Amendment Brewery,San Francisco,CA
31,796.0,Brew Free! or Die IPA (2009),imerican IPA,12.0,0.3045606178562172,70.0,368,21st Amendment Brewery,San Francisco,CA
32,531.0,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,52.0,368,21st Amendment Brewery,San Francisco,CA
33,432.0,Hop Crisis,American Double / Imperial IPA,12.0,0.097,94.0,368,21st Amendment Brewery,San Francisco,CA
34,353.0,Bitter American (2011),American Pale Ale (APA),61.575605464197736,0.044,42.0,368,21st Amendment Brewery,San Francisco,CA
35,321.0,Fireside Chat (2010),Winter W%armer,12.0,0.079,45.0,368,21st Amendment Brewery,San Francisco,CA
36,567.7653977608024,Back in Black,American Black Ale,12.0,0.068,65.0,368,21st Amendment Brewery,San Francisco,CA
37,11.0,Monk's Blood,Belgian Dark Ale,12.0,0.2727456493244511,35.0,368,21st Amendment Brewery,San Francisco,CA
38,10.0,Brew Free! or Die IPA,American IPA,12.0,0.07,65.0,368,21st Amendment Brewery,San Francisco,CA
39,9.0,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
40,2519.0,Bimini Twist,American IPA,12.0,0.07,82.0,67,3 Daughters Brewing,St Petersburg,FL
41,2518.0,BeaGh Bloxde,American Blonde Ale,62.28582289569598,0.05,nan,67,3 Daughters Brewing,St Petersburg,FL
42,2517.0,Rod Bender Red,American Amber / Red Ale,12.0,0.059,nan,67,3 Daughters Brewing,St Petersburg,FL
43,2545.0,Passion Fruit Prussia,Berliner Weissbier,12.0,0.035,11.0,60,4 Hands Brewing Company,Saint Louis,MO
44,2544.0,Send Help,American Blonde Ale,12.0,0.045,18.0,60,4 Hands Brewing Company,Saint Louis,MO
45,9794.0754045735,Cast Iron Oatmeal Brown,American Brown Ale,12.0,0.055,nan,60,4 Hands Brewing Company,Saint Louis,MO
46,2288.0,Reprise Centennial Red,American Amber / Red Ale,12.0,0.06,nan,60,4 Hands Brewing Company,Saint Louis,MO
47,2287.0,Alter Ego,American Black Ale,12.0,0.055,nan,60,4 Hands Brewing Company,Saint Louis,MO
48,2286.0,Divided Sky,American IPA,12.0,0.065,3.4564479153521077,60,4 Hands Brewing Company,Saint Louis,MO
49,2285.0,Resurrected,American IPA,12.0,0.065,nan,60,4 Hands Brewing Company,Saint Louis,MO
50,1870.0,Contact High,American Pale Wheat Ale,12.0,0.05,110.5210887638328,60,4 Hands Brewing Company,Saint Louis,MO
51,2603.0,Galaxyfest,American IPA,16.0,0.065,nan,27,450 North Brewing Company,Columbus,IN
52,2602.0,Citrafest,American IPA,90.13343703597891,0.05,45.0,27,450 North Brewing Company,Columbus,IN
53,2220.0,Barn Yeti,Belgian Strong Dark Ale,16.0,0.09,nan,27,450 North Brewing Company,Columbus,IN
54,2219.0,Scarecrow,American IPA,16.0,0.069,65.0,27,450 North Brewing Company,Columbus,IN
55,2218.0,Ironman,English Strong Ale,16.0,0.09,50.0,27,450 North Brewing Company,Columbus,IN
56,2217.0,Honey Kolsch,ch,16.0,0.046,15.0,27,450 North Brewing Company,Columbus,IN
57,2216.0,Copperhead Amber,Belgian Dark Ale,16.0,0.052,18.0,27,450 North Brewing Company,Columbus,IN
58,972.0,Rude Parrot IPA,American IPA,16.0,0.059,75.0,481,7 Seas Brewing Company,Gig Harbor,WA
59,866.0,British Pale Ale (2010),English Pale Ale,16.0,0.054,30.0,481,7 Seas Brewing Company,Gig Harbor,WA
60,48.0,British Pale Ale,English Pale Ale,16.0,0.054,30.0,481,7 Seas Brewing Company,Gig Harbor,WA
61,47.0,Baglz Dehp DoubleoIPA,American Double / Imperial IPA,16.0,0.084,82.0,481,7 Seas Brewing Company,Gig Harbor,WA
62,1583.0,Wolfman's Berliner,Berliner Weissbier,12.0,0.038,nan,308,7venth Sun,Dunedin,FL
